time	clg	htg
hr 	btu	btu
1518	4183	-483841
1519	4166	-493322
1520	19208	-551266
1521	5056	-346369
1522	354	-252146
1523	0	-223006
1524	0	-220661
1525	0	-213379
1526	0	-179731
1527	0	-147873
1528	0	-155410
1529	0	-204241
1530	5903	-320927
1531	37251	-433465
1532	29788	-395738
1533	26861	-438092
1534	14892	-463632
1535	8553	-497454
1536	6660	-490463
1537	6072	-534055
1538	5867	-520851
1539	5737	-493737
1540	5636	-504298
1541	5551	-561195
1542	5631	-461291
1543	6316	-454258
1544	35451	-490423
1545	0	-247871
1546	0	-172541
1547	0	-116720
1548	0	-103862
1549	0	-87850
1550	0	-50165
1551	0	-20198
1552	0	-26973
1553	0	-105845
1554	2391	-214286
1555	6611	-298059
1556	36778	-328880
1557	35770	-363915
1558	16993	-354320
1559	10114	-377036
1560	8929	-386455
1561	8012	-396840
1562	7653	-410322
1563	7427	-420539
1564	7247	-443247
1565	7102	-420637
1566	6969	-393694
1567	7801	-383533
1568	6641	-363592
1569	0	-162612
1570	0	-62234
1571	0	-19687
1572	0	-34953
1573	0	-43819
1574	0	-11655
1575	0	0
1576	0	-18960
1577	0	-92050
1578	0	-222430
1579	4584	-306808
1580	44385	-350381
1581	45814	-398238
1582	20890	-337951
1583	12714	-392866
1584	10090	-415439
1585	8598	-416725
1586	8210	-430477
1587	10613	-464131
1588	5126	-456347
1589	7600	-449898
1590	7451	-380446
1591	8246	-362153
1592	6284	-355214
1593	0	-122707
1594	0	-6024
1595	0	0
1596	0	0
1597	14811	0
1598	31832	0
1599	28160	0
1600	18747	0
1601	0	-22929
1602	0	-159108
1603	4573	-264179
1604	6172	-249034
1605	6782	-312357
1606	32396	-411435
1607	16595	-412081
1608	10465	-433393
1609	8589	-438829
1610	8139	-434309
1611	7923	-434962
1612	7742	-462788
1613	7577	-491206
1614	7460	-382009
1615	8252	-376320
1616	5721	-349472
1617	0	-131917
1618	0	-30783
1619	0	-2489
1620	0	-3147
1621	0	0
1622	0	0
1623	0	0
1624	0	0
1625	0	-7784
1626	0	-138816
1627	3031	-245187
1628	4763	-209669
1629	5758	-231245
1630	28560	-365422
1631	10897	-359693
1632	10316	-415137
1633	9697	-418025
1634	8565	-418060
1635	8079	-410752
1636	7798	-449642
1637	7570	-430951
1638	7368	-424541
1639	7190	-423695
1640	25360	-488423
1641	27107	-453601
1642	23884	-434348
1643	22121	-422789
1644	25928	-406108
1645	24939	-397091
1646	16962	-303161
1647	12760	-302764
1648	9908	-301908
1649	0	-371050
1650	4573	-416321
1651	10740	-411335
1652	6419	-432972
1653	4157	-408868
1654	4184	-354913
1655	4167	-348644
1656	4157	-365014
1657	4157	-415387
1658	4157	-404569
1659	4271	-373525
1660	4196	-412848
1661	4157	-432369
1662	4157	-432359
1663	11924	-524683
1664	12834	-468154
1665	11598	-448334
1666	18989	-434644
1667	15964	-424459
1668	13014	-409575
1669	5722	-318222
1670	0	-335855
1671	0	-345750
1672	5233	-446161
1673	3080	-470463
1674	7821	-550907
1675	5109	-599457
1676	4157	-591995
1677	4157	-551166
1678	4157	-589291
1679	4157	-588789
1680	4157	-598708
1681	4157	-612950
1682	4157	-631888
1683	4157	-636249
1684	4157	-640309
1685	4157	-452945
1686	4162	-430405
1687	22006	-517072
1688	3633	-315021
1689	0	-215497
1690	0	-186855
1691	0	-187621
1692	0	-201283
1693	0	-192661
1694	0	-160484
1695	0	-181946
1696	0	-236640
1697	4742	-351564
1698	42369	-481982
1699	35072	-545643
1700	30286	-664495
1701	15904	-662595
1702	8798	-681516
1703	6825	-662870
1704	6225	-651935
1705	6012	-662297
1706	5875	-649179
1707	5767	-635265
1708	5673	-641570
1709	5588	-513842
1710	6365	-504416
1711	35124	-621107
1712	0	-365454
1713	0	-266916
1714	0	-220896
1715	0	-208277
1716	0	-201642
1717	0	-169327
1718	0	-153259
1719	0	-178438
1720	0	-238851
1721	1485	-357957
1722	6073	-456835
1723	46029	-576660
1724	40255	-610497
1725	22599	-627980
1726	11712	-642628
1727	8429	-696669
1728	7652	-684134
1729	7370	-702885
1730	7166	-693612
1731	6996	-700961
1732	6843	-685382
1733	6737	-526192
1734	7537	-527429
1735	44417	-617739
1736	0	-342907
1737	0	-238277
1738	0	-188206
1739	0	-194795
1740	0	-201982
1741	0	-161842
1742	0	-116016
1743	0	-130303
1744	0	-210698
1745	0	-355225
1746	5347	-454992
1747	6177	-479352
1748	44700	-603646
1749	25541	-671689
1750	14119	-650628
1751	9342	-665972
1752	8048	-667515
1753	7750	-652689
1754	7544	-705322
1755	7371	-690989
1756	7212	-676194
1757	7089	-541261
1758	7890	-517223
1759	6330	-558976
1760	0	-336958
1761	0	-225377
1762	0	-171098
1763	0	-193452
1764	0	-169496
1765	0	-138448
1766	0	-86358
1767	0	-118563
1768	0	-156036
1769	0	-291469
1770	5418	-378739
1771	6414	-368585
1772	47962	-474912
1773	27290	-517331
1774	15313	-547830
1775	10171	-597289
1776	8348	-566316
1777	7910	-563779
1778	7695	-583344
1779	7514	-571375
1780	7351	-576126
1781	7214	-474651
1782	8029	-457916
1783	6320	-489653
1784	0	-251395
1785	0	-156319
1786	0	-113969
1787	0	-138024
1788	0	-102832
1789	0	-54847
1790	0	-17933
1791	0	-26015
1792	0	-102153
1793	0	-229824
1794	4671	-318817
1795	45850	-315345
1796	6622	-307951
1797	30112	-439616
1798	16377	-438028
1799	10844	-425929
1800	8712	-440780
1801	7906	-473151
1802	7551	-492708
1803	7317	-491058
1804	7111	-424121
1805	6925	-418057
1806	6766	-421245
1807	22740	-582934
1808	24807	-552587
1809	22160	-525966
1810	20696	-479147
1811	19516	-456590
1812	18516	-451356
1813	11318	-349433
1814	8627	-367194
1815	8097	-376308
1816	12562	-539460
1817	13376	-552958
1818	12411	-538843
1819	6209	-458093
1820	4160	-482845
1821	4157	-512210
1822	4157	-576868
1823	4157	-548097
1824	4157	-557173
1825	4157	-572392
1826	4157	-548706
1827	4157	-548446
1828	4157	-553110
1829	4157	-595410
1830	4157	-585358
1831	10710	-661717
1832	11480	-600799
1833	10488	-565317
1834	10048	-535795
1835	9694	-521546
1836	9418	-508859
1837	8342	-376400
1838	5136	-379014
1839	7031	-393280
1840	7830	-560316
1841	7595	-574624
1842	7401	-547970
1843	4972	-479888
1844	4157	-498948
1845	4157	-562012
1846	4157	-563899
1847	4157	-577551
1848	4159	-617901
1849	4158	-612313
1850	4157	-602855
1851	4157	-646498
1852	4157	-601411
1853	4157	-512972
1854	4161	-498259
1855	18281	-596876
1856	4741	-389170
1857	0	-290457
1858	0	-239847
1859	0	-238058
1860	0	-229509
1861	0	-198987
1862	0	-204735
1863	0	-212007
1864	0	-268414
1865	5749	-376678
1866	35830	-469102
1867	30212	-511927
1868	27171	-561462
1869	14895	-630802
1870	8524	-670980
1871	6613	-630769
1872	6017	-640013
1873	5843	-559189
1874	5689	-637148
1875	5578	-634982
1876	5490	-619562
1877	5420	-527983
1878	6206	-514725
1879	33534	-592913
1880	0	-337776
1881	0	-217754
1882	0	-181745
1883	0	-203481
1884	0	-194596
1885	0	-164697
1886	0	-146960
1887	0	-165009
1888	0	-209307
1889	1950	-314214
1890	6063	-394496
1891	43046	-381180
1892	37885	-404548
1893	21973	-390881
1894	11602	-493270
1895	8383	-423431
1896	7628	-429246
1897	7350	-439078
1898	7153	-575473
1899	6988	-648324
1900	6832	-641772
1901	6683	-534134
1902	7505	-527612
1903	40461	-621348
1904	0	-343737
1905	0	-216066
1906	0	-141446
1907	0	-141991
1908	0	-126297
1909	0	-116614
1910	0	-97192
1911	0	-120289
1912	0	-152060
1913	0	-286788
1914	5442	-390663
1915	6272	-443751
1916	44001	-511583
1917	25338	-493150
1918	14088	-519419
1919	9342	-511332
1920	8059	-500846
1921	7765	-516702
1922	7563	-524343
1923	7392	-551413
1924	7236	-576937
1925	7175	-455143
1926	7935	-446110
1927	6686	-493279
1928	0	-271149
1929	0	-173845
1930	0	-110830
1931	0	-113089
1932	0	-98896
1933	0	-65087
1934	0	-29236
1935	0	-43356
1936	0	-110065
1937	0	-236494
1938	5199	-321486
1939	6471	-339419
1940	6730	-339266
1941	27736	-472616
1942	15345	-475040
1943	10209	-492122
1944	8350	-456693
1945	18491	-453543
1946	2948	-450805
1947	4301	-438075
1948	15287	-425934
1949	2842	-383939
1950	3630	-380063
1951	32198	-468332
1952	6901	-330857
1953	6654	-298503
1954	6478	-271320
1955	6487	-258059
1956	3849	-213369
1957	0	-142664
1958	3982	-192573
1959	6627	-251845
1960	6592	-254052
1961	37908	-338897
1962	7801	-352954
1963	2079	-315926
1964	0	-341919
1965	3668	-373581
1966	4157	-400862
1967	4157	-454717
1968	4162	-417513
1969	4159	-453590
1970	4157	-472807
1971	4157	-473879
1972	4157	-483937
1973	4157	-498916
1974	4195	-453064
1975	13125	-560661
1976	13904	-489220
1977	12437	-453030
1978	17138	-425117
1979	19353	-411622
1980	17803	-403221
1981	20932	-310129
1982	2079	-321522
1983	0	-354617
1984	3216	-473801
1985	7189	-451062
1986	13464	-460473
1987	7809	-480621
1988	4157	-491509
1989	6805	-451624
1990	21967	-463912
1991	44513	-429825
1992	41418	-438892
1993	5047	-304259
1994	19859	-474767
1995	0	-505016
1996	0	-509565
1997	0	-497756
1998	0	-557407
1999	9021	-558882
2000	18050	-498037
2001	19371	-448572
2002	6079	-339284
2003	5233	-295828
2004	0	-171801
2005	0	-62597
2006	0	-42781
2007	0	-74266
2008	0	-123010
2009	3387	-230053
2010	33859	-378764
2011	27160	-371304
2012	0	-445087
2013	0	-434307
2014	5508	-507707
2015	2079	-526724
2016	2079	-511349
2017	2079	-513740
2018	2450	-519006
2019	2079	-531838
2020	3597	-493817
2021	4194	-408416
2022	4181	-406551
2023	11403	-546761
2024	16263	-479979
2025	18790	-435146
2026	20360	-443349
2027	19801	-432239
2028	19586	-412382
2029	21402	-408982
2030	22930	-380772
2031	24078	-399982
2032	23900	-414408
2033	17611	-448752
2034	12037	-489530
2035	5863	-526437
2036	4157	-552503
2037	4157	-592250
2038	4157	-586220
2039	4157	-613912
2040	4157	-566446
2041	4157	-625601
2042	4157	-608382
2043	4157	-602744
2044	4157	-588628
2045	4157	-474911
2046	4157	-470243
2047	14408	-569269
2048	21065	-512761
2049	23217	-463903
2050	24482	-397636
2051	23904	-393490
2052	23920	-363532
2053	26480	-353865
2054	28839	-336514
2055	38494	-319494
2056	28121	-332051
2057	20152	-359423
2058	12964	-432717
2059	6686	-360469
2060	4157	-467055
2061	4157	-484892
2062	4157	-495670
2063	4157	-487376
2064	4157	-495505
2065	4157	-501995
2066	4157	-549181
2067	4157	-591741
2068	4157	-627147
2069	4370	-452090
2070	4230	-433455
2071	17556	-524592
2072	24476	-463703
2073	26518	-418338
2074	28220	-408444
2075	29780	-391088
2076	26789	-383579
2077	32417	-380897
2078	29175	-382983
2079	35491	-362048
2080	35169	-371375
2081	23469	-397966
2082	16069	-433635
2083	9461	-342525
2084	6805	-419094
2085	6805	-411951
2086	2079	-476762
2087	3588	-457289
2088	2079	-418151
2089	2079	-359706
2090	3251	-377314
2091	2079	-381686
2092	18606	-447498
2093	0	-361151
2094	4271	-368190
2095	13506	-472344
2096	26163	-414000
2097	25879	-409488
2098	35632	-390155
2099	32009	-356454
2100	23753	-369268
2101	31879	-351679
2102	31334	-341265
2103	32476	-343905
2104	31943	-346723
2105	24861	-379618
2106	8610	-399472
2107	4157	-324708
2108	4157	-338724
2109	4157	-367134
2110	4157	-433317
2111	4157	-471143
2112	4157	-503979
2113	4157	-534082
2114	4157	-577096
2115	4157	-503003
2116	4157	-463553
2117	4157	-424042
2118	4157	-417482
2119	19188	-480925
2120	26884	-429262
2121	29592	-398308
2122	31742	-359355
2123	30883	-346076
2124	35957	-349953
2125	41727	-333250
2126	6485	-246865
2127	5707	-225483
2128	5921	-221880
2129	6715	-254375
2130	5102	-335712
2131	0	-313973
2132	0	-342573
2133	0	-397500
2134	3363	-422931
2135	4157	-438184
2136	4157	-452199
2137	4157	-463144
2138	4157	-446768
2139	4157	-457134
2140	4157	-462344
2141	4205	-385444
2142	4173	-491098
2143	10052	-525658
2144	10674	-467697
2145	12404	-444468
2146	22637	-416551
2147	39507	-389378
2148	6255	-295237
2149	5326	-199097
2150	631	-149814
2151	4289	-178275
2152	35381	-328840
2153	3716	-350326
2154	0	-444963
2155	0	-467188
2156	0	-450096
2157	2086	-484582
2158	2643	-480927
2159	4157	-497618
2160	4157	-488211
2161	4157	-480356
2162	4157	-468774
2163	4157	-482337
2164	4157	-470210
2165	4168	-404268
2166	4161	-391865
2167	8320	-508790
2168	11586	-458051
2169	21494	-430089
2170	38596	-411981
2171	0	-227600
2172	0	-128272
2173	0	-34765
2174	0	0
2175	0	0
2176	0	0
2177	0	-130070
2178	30176	-328293
2179	0	-334766
2180	0	-341596
2181	0	-359526
2182	2086	-377800
2183	2127	-363671
2184	2079	-366710
2185	2545	-376141
2186	4157	-376594
2187	4157	-336471
2188	4157	-392577
2189	4157	-357825
2190	4157	-354252
2191	17138	-450070
2192	32317	-390541
2193	34664	-352145
2194	6882	-271233
2195	6265	-241326
2196	23696	-322246
2197	18582	-324137
2198	25531	-332076
2199	26424	-324746
2200	23689	-335987
2201	11892	-371772
2202	11265	-417890
2203	6319	-384885
2204	4157	-449728
2205	4157	-492271
2206	4157	-472413
2207	4157	-474606
2208	4157	-475356
2209	4157	-498820
2210	4157	-485541
2211	4157	-483777
2212	4520	-391506
2213	4282	-391954
2214	4157	-410082
2215	16717	-487660
2216	23464	-417695
2217	25713	-367999
2218	27350	-354781
2219	26844	-346464
2220	26730	-342988
2221	34277	-335481
2222	38679	-322874
2223	34469	-314740
2224	35852	-312282
2225	39868	-333299
2226	7608	-335192
2227	0	-314787
2228	0	-334053
2229	0	-368292
2230	2086	-353938
2231	2788	-375851
2232	4157	-361296
2233	4157	-375385
2234	4157	-406240
2235	4157	-374372
2236	4157	-409716
2237	4208	-373062
2238	4175	-341762
2239	18971	-443386
2240	26900	-403609
2241	34538	-382536
2242	33134	-371601
2243	21461	-378603
2244	28761	-360398
2245	30711	-352300
2246	32061	-355433
2247	32888	-371593
2248	32352	-375230
2249	24785	-419707
2250	17625	-452146
2251	7185	-431681
2252	4157	-495490
2253	4157	-501273
2254	4157	-604524
2255	4157	-598839
2256	4157	-598779
2257	4157	-579935
2258	4157	-597595
2259	4157	-655473
2260	4157	-613884
2261	4200	-475903
2262	4172	-481828
2263	19343	-553541
2264	26765	-503281
2265	28692	-477239
2266	29752	-444916
2267	28663	-422371
2268	28235	-417915
2269	30312	-405715
2270	31810	-387613
2271	32929	-357647
2272	32721	-367273
2273	25026	-392465
2274	17972	-438960
2275	7289	-384750
2276	4157	-461719
2277	4157	-493253
2278	4157	-543715
2279	4157	-585462
2280	4157	-619315
2281	4157	-616677
2282	4157	-576769
2283	4157	-607437
2284	4157	-619513
2285	4214	-491770
2286	4177	-493352
2287	18937	-578453
2288	26728	-491758
2289	28724	-467446
2290	29874	-436001
2291	28779	-415719
2292	28354	-402212
2293	30767	-384143
2294	32880	-373939
2295	34141	-369812
2296	33619	-358317
2297	25291	-386772
2298	8842	-415091
2299	4157	-376201
2300	4157	-390109
2301	4157	-355798
2302	4165	-373520
2303	4160	-435945
2304	4157	-452675
2305	4157	-410259
2306	4157	-482419
2307	4157	-478640
2308	4167	-430846
2309	4161	-441607
2310	4157	-434338
2311	9996	-582135
2312	10643	-529097
2313	9745	-467486
2314	17318	-439940
2315	14412	-430006
2316	8917	-423642
2317	8006	-328498
2318	21110	-310523
2319	16048	-321409
2320	30342	-347251
2321	5991	-354126
2322	0	-421094
2323	0	-434282
2324	0	-461196
2325	2086	-443432
2326	2613	-392289
2327	4157	-417436
2328	4157	-435266
2329	4243	-372163
2330	4187	-387738
2331	4157	-467067
2332	4157	-461032
2333	4157	-468486
2334	4157	-492782
2335	8185	-603454
2336	8432	-550966
2337	13088	-537772
2338	15514	-515202
2339	7393	-504447
2340	7259	-490155
2341	4940	-359690
2342	0	-386925
2343	0	-396662
2344	5897	-559211
2345	8613	-553936
2346	5888	-553168
2347	4593	-470201
2348	6844	-437975
2349	4171	-442556
2350	0	-445859
2351	3020	-446749
2352	4157	-452305
2353	4157	-442820
2354	0	-442852
2355	5667	-489048
2356	6805	-511051
2357	4186	-424641
2358	6815	-411806
2359	25149	-463949
2360	44603	-386600
2361	4963	-253743
2362	3742	-214411
2363	179	-187618
2364	0	-161872
2365	0	-104375
2366	0	-77024
2367	0	-80756
2368	0	-99200
2369	4024	-196094
2370	34716	-328256
2371	12418	-301875
2372	7391	-314468
2373	6857	-324220
2374	0	-345865
2375	3020	-347938
2376	4157	-350033
2377	5203	-392922
2378	5505	-381340
2379	5432	-401489
2380	5367	-420890
2381	5322	-379274
2382	4455	-347468
2383	26964	-413388
2384	2752	-229188
2385	0	-127404
2386	0	-91384
2387	0	-20573
2388	31256	0
2389	63156	0
2390	87783	0
2391	99893	0
2392	73631	0
2393	32283	0
2394	0	-93167
2395	31136	-273499
2396	16666	-301164
2397	7227	-310689
2398	2079	-299054
2399	2079	-333237
2400	3019	-312847
2401	4157	-308867
2402	4157	-322277
2403	4157	-325525
2404	4157	-349597
2405	4157	-330309
2406	4157	-332089
2407	45536	-350189
2408	0	-141919
2409	0	-36120
2410	0	-5884
2411	0	-12177
2412	0	0
2413	18912	0
2414	27081	0
2415	18894	0
2416	0	-17760
2417	0	-125028
2418	6782	-261630
2419	46014	-313895
2420	32534	-329193
2421	14657	-334105
2422	5270	-328261
2423	4157	-333747
2424	4157	-362496
2425	4157	-350743
2426	7929	-372226
2427	5448	-356804
2428	7485	-370386
2429	5296	-338540
2430	4157	-332164
2431	6539	-326851
2432	0	-122977
2433	0	-24710
2434	0	0
2435	0	-14556
2436	0	0
2437	0	0
2438	0	0
2439	0	-14958
2440	0	-65965
2441	0	-185000
2442	4284	-271205
2443	6079	-255880
2444	41310	-333211
2445	26650	-322350
2446	12446	-306378
2447	4699	-329832
2448	4157	-338391
2449	4157	-343746
2450	2079	-315613
2451	7262	-355299
2452	2767	-328594
2453	4157	-328947
2454	4157	-323962
2455	5071	-280595
2456	0	-81710
2457	0	-4407
2458	0	0
2459	0	0
2460	0	0
2461	36297	0
2462	46713	0
2463	64459	0
2464	32904	0
2465	0	-75090
2466	892	-207056
2467	5603	-212064
2468	6239	-237577
2469	28531	-332034
2470	11191	-346927
2471	2837	-324765
2472	3390	-362023
2473	3244	-386030
2474	5796	-394737
2475	8143	-391068
2476	7880	-415784
2477	7654	-402075
2478	7460	-389847
2479	36805	-441529
2480	5934	-319210
2481	0	-126523
2482	0	0
2483	99758	0
2484	125112	0
2485	122944	0
2486	133690	0
2487	129762	0
2488	113523	0
2489	116931	0
2490	36024	0
2491	0	-52414
2492	0	-80037
2493	0	-73782
2494	0	-106204
2495	0	-121233
2496	0	-144588
2497	6803	-240082
2498	5047	-238495
2499	0	-117992
2500	0	-46872
2501	2711	-187289
2502	31722	-341689
2503	6501	-339675
2504	0	0
2505	194504	0
2506	196251	0
2507	81101	0
2508	71404	0
2509	45468	0
2510	13901	0
2511	2669	-146316
2512	4238	-367619
2513	9787	-425460
2514	3097	-451986
2515	0	-471841
2516	4783	-438376
2517	2079	-433889
2518	0	-411688
2519	2451	-386944
2520	12100	-437437
2521	4157	-470911
2522	2079	-466378
2523	6236	-463925
2524	4157	-470081
2525	4157	-356181
2526	4157	-346869
2527	23061	-429233
2528	1593	-230926
2529	0	-132485
2530	0	-54204
2531	0	0
2532	4514	0
2533	48060	0
2534	92389	0
2535	71013	0
2536	46569	0
2537	0	0
2538	0	-109305
2539	4039	-176175
2540	6840	-233945
2541	21361	-310631
2542	4478	-318442
2543	2080	-328522
2544	0	-332487
2545	0	-333393
2546	3951	-373623
2547	3053	-370240
2548	3504	-434888
2549	4823	-340602
2550	2079	-331441
2551	6278	-284803
2552	0	-103797
2553	0	0
2554	40083	0
2555	83043	0
2556	115883	0
2557	175527	0
2558	211614	0
2559	214500	0
2560	178768	0
2561	148499	0
2562	79858	0
2563	10597	0
2564	2478	-133321
2565	19772	-283908
2566	2315	-285009
2567	2079	-287875
2568	0	-304450
2569	4058	-308499
2570	4157	-310232
2571	0	-319197
2572	5667	-324689
2573	2079	-305315
2574	11531	-302199
2575	0	-76328
2576	111155	0
2577	175715	0
2578	218683	0
2579	345066	0
2580	389777	0
2581	352897	0
2582	391840	0
2583	404114	0
2584	424178	0
2585	350778	0
2586	304401	0
2587	226843	0
2588	194984	0
2589	161546	0
2590	87510	0
2591	2500	0
2592	0	-7095
2593	6556	-194891
2594	38148	-286823
2595	2932	-280261
2596	0	-296127
2597	3020	-288660
2598	4157	-284939
2599	0	-123127
2600	114977	0
2601	190032	0
2602	236216	0
2603	253527	0
2604	266102	0
2605	296255	0
2606	285300	0
2607	263826	0
2608	208016	0
2609	130848	0
2610	46692	0
2611	0	-35657
2612	0	-122787
2613	24795	-272168
2614	12171	-287782
2615	0	-295962
2616	3351	-289955
2617	4395	-310743
2618	4185	-310619
2619	4157	-314243
2620	4157	-327416
2621	4157	-312766
2622	4416	-297848
2623	503	-177362
2624	3922	0
2625	44377	0
2626	62109	0
2627	104168	0
2628	154374	0
2629	177944	0
2630	194710	0
2631	191962	0
2632	144288	0
2633	88009	0
2634	18489	0
2635	0	-20968
2636	4156	-171895
2637	33242	-298499
2638	3239	-298166
2639	0	-309592
2640	2764	-322486
2641	4477	-317256
2642	4192	-314764
2643	4157	-336521
2644	4157	-338082
2645	4157	-344564
2646	4157	-338313
2647	41504	-364554
2648	6677	-289556
2649	1999	-210920
2650	1262	-182713
2651	0	-127558
2652	0	-101112
2653	0	-84438
2654	0	-44081
2655	0	-14718
2656	0	-48695
2657	45730	-274653
2658	6130	-321790
2659	0	-340184
2660	0	-337693
2661	0	-351044
2662	0	-345492
2663	3192	-348047
2664	4157	-349307
2665	4157	-336519
2666	4157	-339480
2667	4157	-340897
2668	4157	-345187
2669	4157	-345823
2670	4157	-327262
2671	14584	-368831
2672	23536	-376463
2673	25617	-355979
2674	6587	-275968
2675	0	-159630
2676	0	-129986
2677	0	-14633
2678	0	0
2679	0	0
2680	10200	0
2681	0	-10691
2682	0	-44179
2683	27535	-277588
2684	2079	-331347
2685	0	-353715
2686	0	-349937
2687	0	-360257
2688	0	-352602
2689	2086	-371118
2690	2561	-359396
2691	4157	-350390
2692	4157	-365740
2693	4199	-342616
2694	4172	-320359
2695	45270	-353101
2696	0	0
2697	110233	0
2698	173789	0
2699	192717	0
2700	229523	0
2701	272764	0
2702	296369	0
2703	304482	0
2704	287358	0
2705	218440	0
2706	117180	0
2707	98169	0
2708	49428	0
2709	2653	0
2710	11360	0
2711	0	-7840
2712	0	-43273
2713	0	-41914
2714	0	-71998
2715	0	-74654
2716	0	-70596
2717	2949	-142361
2718	0	-48860
2719	91506	0
2720	351674	0
2721	411865	0
2722	369185	0
2723	437923	0
2724	469471	0
2725	499760	0
2726	496294	0
2727	500690	0
2728	386211	0
2729	352526	0
2730	356956	0
2731	268140	0
2732	232187	0
2733	22747	-254148
2734	6614	-278886
2735	0	-302670
2736	2086	-305972
2737	3611	-312795
2738	4157	-302587
2739	9452	-299369
2740	0	-318227
2741	2086	-293154
2742	0	-293164
2743	3455	-213574
2744	0	0
2745	15909	0
2746	24548	0
2747	15188	0
2748	16120	0
2749	39945	0
2750	34150	0
2751	24736	0
2752	0	0
2753	0	-89083
2754	0	-176191
2755	4688	-202807
2756	5967	-224927
2757	31614	-311466
2758	8409	-331692
2759	2682	-319832
2760	4270	-321733
2761	4157	-331892
2762	6805	-321599
2763	4157	-318238
2764	6805	-321746
2765	6805	-306530
2766	4157	-303521
2767	1875	-210815
2768	11529	0
2769	174645	0
2770	215780	0
2771	421941	0
2772	413540	0
2773	484743	0
2774	415040	0
2775	454171	0
2776	386738	0
2777	289656	0
2778	258050	0
2779	300826	0
2780	143527	0
2781	83957	0
2782	81258	0
2783	43944	0
2784	0	0
2785	1015	-113325
2786	4849	-180606
2787	6870	-232036
2788	38914	-294723
2789	40721	-279702
2790	28315	-277807
2791	2317	-199485
2792	0	0
2793	23795	0
2794	48580	0
2795	41151	0
2796	36917	0
2797	54859	0
2798	52551	0
2799	38237	0
2800	15810	0
2801	0	-35089
2802	0	-145238
2803	2999	-208568
2804	5115	-247980
2805	34059	-370331
2806	12623	-372828
2807	6749	-361678
2808	5352	-382148
2809	4589	-392234
2810	4220	-393552
2811	7824	-413088
2812	8780	-435653
2813	8395	-446734
2814	8113	-454214
2815	33014	-463392
2816	36101	-440530
2817	31846	-428565
2818	29315	-416759
2819	27069	-416239
2820	25101	-413688
2821	13420	-338784
2822	9260	-341978
2823	8718	-342983
2824	14717	-471621
2825	15251	-507546
2826	13941	-497090
2827	6584	-470979
2828	4157	-493597
2829	4157	-477746
2830	4157	-474918
2831	4157	-478640
2832	4157	-468637
2833	4162	-427986
2834	4159	-437269
2835	9452	-493289
2836	6805	-499228
2837	2079	-511979
2838	2079	-522584
2839	9280	-569082
2840	13541	-527681
2841	11990	-511205
2842	11396	-505817
2843	13621	-484296
2844	10633	-486575
2845	5788	-344355
2846	12100	-370030
2847	9452	-347882
2848	4931	-458780
2849	8520	-440628
2850	8212	-459343
2851	2523	-415361
2852	2079	-418871
2853	0	-440677
2854	0	-466308
2855	3946	-489591
2856	4157	-457891
2857	4157	-466303
2858	4157	-459559
2859	4157	-502936
2860	4166	-456545
2861	4181	-404752
2862	4164	-405065
2863	21073	-495572
2864	3133	-305288
2865	0	-220620
2866	0	-184739
2867	0	-197754
2868	0	-192825
2869	0	-162131
2870	0	-148199
2871	0	-165564
2872	0	-217452
2873	4698	-314107
2874	43858	-430497
2875	31962	-365408
2876	30694	-412358
2877	16853	-454471
2878	9045	-456170
2879	6968	-454589
2880	6365	-452453
2881	14089	-437331
2882	11301	-438000
2883	26141	-422297
2884	46006	-406758
2885	42846	-358204
2886	41232	-325056
2887	4444	-307239
2888	0	-93782
2889	0	0
2890	5532	0
2891	7123	0
2892	38831	0
2893	25668	0
2894	14874	0
2895	28752	0
2896	17075	0
2897	0	-96924
2898	5808	-230444
2899	46589	-296639
2900	33758	-313219
2901	11002	-338309
2902	4169	-343349
2903	4525	-356395
2904	4157	-363782
2905	7223	-386294
2906	8014	-401074
2907	7701	-416820
2908	7473	-410306
2909	7432	-368646
2910	5016	-317443
2911	6389	-295882
2912	0	-100825
2913	0	-115
2914	0	0
2915	12958	0
2916	42516	0
2917	68683	0
2918	98028	0
2919	103289	0
2920	71251	0
2921	26363	0
2922	0	-4546
2923	5822	-178865
2924	47668	-309635
2925	21105	-338821
2926	8952	-297281
2927	5585	-302507
2928	4350	-313609
2929	4162	-315126
2930	4157	-335266
2931	4157	-340568
2932	4157	-324283
2933	4157	-327557
2934	4157	-300660
2935	5054	-240964
2936	0	-9321
2937	33767	0
2938	114397	0
2939	131957	0
2940	165034	0
2941	207476	0
2942	244867	0
2943	245917	0
2944	208076	0
2945	138251	0
2946	104672	0
2947	0	-57287
2948	4711	-176048
2949	18322	-271046
2950	5617	-285283
2951	4872	-289076
2952	3190	-283200
2953	5125	-302778
2954	4667	-296233
2955	4290	-314165
2956	6815	-309172
2957	4157	-298219
2958	15648	-286823
2959	0	-18660
2960	101663	0
2961	213688	0
2962	284299	0
2963	364129	0
2964	397818	0
2965	406785	0
2966	433785	0
2967	424956	0
2968	398729	0
2969	335802	0
2970	285518	0
2971	257445	0
2972	215020	0
2973	127486	0
2974	103570	0
2975	107881	0
2976	34877	0
2977	43735	0
2978	42905	0
2979	45327	0
2980	41527	0
2981	12972	0
2982	38710	0
2983	72187	0
2984	162847	0
2985	177440	0
2986	179550	0
2987	189682	0
2988	185008	0
2989	229631	0
2990	233234	0
2991	231506	0
2992	185210	0
