time	clg	htg
hr 	btu	btu
1250	7128.48	-511203
1251	6928.13	-459552
1252	6768.55	-506447
1253	6627.84	-542218
1254	6496.62	-519301
1255	7276.69	-506467
1256	37345.5	-581333
1257	0	-368944.8546
1258	0	-293705.7676
1259	0	-254036.1049
1260	0	-258646.7537
1261	0	-248666.1905
1262	0	-221389.6247
1263	0	-202579.6047
1264	0	-223849.6623
1265	0	-292138.995
1266	0	-390358.762
1267	0	-448282.558
1268	44533	-530382
1269	38976.4	-555060
1270	23259.4	-639580
1271	12952.2	-724501
1272	8983.83	-780389
1273	7961.41	-754766
1274	7661.51	-701585
1275	7441.4	-681602
1276	7258.46	-667945
1277	7093.85	-685520
1278	6960.29	-494971
1279	7792.13	-476461
1280	43771.3	-551316
1281	0	-340651.5548
1282	0	-279539.0891
1283	0	-249273.1879
1284	0	-272881.1533
1285	0	-260097.294
1286	0	-223770.0578
1287	0	-224097.6061
1288	0	-230863.4556
1289	0	-274289.8221
1290	0	-370661.7381
1291	0	-418093.2402
1292	0	-419164.7397
1293	45358.7	-486353
1294	26138.5	-511074
1295	14663.1	-526510
1296	12200.9	-519296
1297	8115.75	-524006
1298	5076.68	-511601
1299	7430.01	-503312
1300	7198.48	-494404
1301	6997.83	-481020
1302	6818.31	-467028
1303	6660.69	-481172
1304	21427.9	-580699
1305	23255.7	-552230
1306	20800.2	-536986
1307	19431.2	-536092
1308	18297.9	-544929
1309	17339.1	-539262
1310	10355.5	-391373
1311	12596.2	-429422
1312	13513.7	-443976
1313	12656.2	-640384
1314	11835.7	-656945
1315	11087.6	-699205
1316	5876.84	-706129
1317	4157.3	-746737
1318	4157.3	-769150
1319	4157.3	-770488
1320	4157.3	-787530
1321	4157.3	-793886
1322	4157.3	-812966
1323	4157.3	-816284
1324	4157.3	-785758
1325	4157.3	-748474
1326	4157.3	-711473
1327	4157.3	-751332
1328	10045.6	-737802
1329	10743.7	-706593
1330	9869.66	-667530
1331	9470.15	-638006
1332	9158.36	-619619
1333	8904.45	-616061
1334	8019.41	-483983
1335	7693.11	-492661
1336	7570.02	-512159
1337	7414.03	-729221
1338	7237.27	-748942
1339	7069.45	-751426
1340	4889.18	-739930
1341	4157.3	-739161
1342	4157.3	-734160
1343	4157.3	-708590
1344	4157.3	-698657
1345	4157.3	-709820
1346	4157.3	-744536
1347	4157.3	-768713
1348	4157.3	-740636
1349	4157.3	-703372
1350	4157.3	-565160
1351	4157.3	-547445
1352	16927.8	-630196
1353	0	-449751.0007
1354	0	-367348.9663
1355	0	-328415.382
1356	0	-322491.1769
1357	0	-316610.9759
1358	0	-280140.5132
1359	0	-253004.2782
1360	0	-258387.0813
1361	0	-309383.8948
1362	0	-392320.3249
1363	34138.6	-485930
1364	28673	-421557
1365	26207.7	-460611
1366	14240.3	-505592
1367	8266.96	-532244
1368	6495.16	-556311
1369	5905.4	-592228
1370	5700.47	-638553
1371	5570.5	-677632
1372	5469.75	-693225
1373	5382.29	-698130
1374	5303.69	-537990
1375	6093.4	-514655
1376	32082.5	-617203
1377	0	-421491.3651
1378	0	-334440.3263
1379	0	-293811.9894
1380	0	-285082.3892
1381	0	-283639.8518
1382	0	-262853.4943
1383	0	-245168.7265
1384	0	-270708.9994
1385	0	-315602.6949
1386	0	-415446.9919
1387	0	-469631.1128
1388	41533.3	-547931
1389	36443	-585471
1390	21254.2	-604484
1391	11166.6	-594654
1392	8219.75	-567313
1393	7545.65	-596211
1394	7265.65	-610024
1395	7066.77	-646235
1396	6899.46	-665965
1397	6747.68	-655577
1398	6607.24	-543310
1399	7410.68	-534252
1400	39857.7	-607761
1401	0	-381638.6692
1402	0	-294483.62
1403	0	-253586.8756
1404	0	-257069.3499
1405	0	-252088.008
1406	0	-213437.6747
1407	0	-200311.3438
1408	0	-214344.8346
1409	0	-274221.5412
1410	0	-379875.2452
1411	0	-449465.8561
1412	0	-456444.2951
1413	42763.3	-521610
1414	24869.2	-558287
1415	13864.1	-585426
1416	9257.77	-600660
1417	8019.87	-596058
1418	7723.09	-609594
1419	7504.71	-627208
1420	7332.2	-640233
1421	7177.06	-648196
1422	7069.16	-516030
1423	7870.46	-493574
1424	46529.4	-578825
1425	0	-350337.1404
1426	0	-292933.7022
1427	0	-250173.6308
1428	0	-242027.2706
1429	0	-229242.504
1430	0	-208300.7151
1431	0	-213928.2763
1432	0	-212588.0711
1433	0	-262667.2062
1434	0	-359280.1621
1435	0	-409616.0407
1436	0	-338423.759
1437	46997.4	-417608
1438	26953.6	-413979
1439	15178.4	-423955
1440	10048.7	-424764
1441	8321.95	-468506
1442	7925.55	-524817
1443	7714.6	-530357
1444	7530.79	-535313
1445	7362.6	-528854
1446	7256.7	-462313
1447	8039.59	-446701
1448	0	-460306.2219
1449	0	-292858.3221
1450	0	-213703.2511
1451	0	-183533.8078
1452	0	-181778.6547
1453	0	-172662.224
1454	0	-137362.5405
1455	0	-122701.9092
1456	0	-127069.7526
1457	0	-168583.5798
1458	0	-273914.5948
1459	0	-354942.0682
1460	0	-339959.0437
1461	0	-438861.0597
1462	28516.6	-497545
1463	15865.2	-576028
1464	10717.1	-604413
1465	8584.59	-525092
1466	7850.46	-559032
1467	7520.14	-550881
1468	7286.87	-546877
1469	7084.58	-558908
1470	6901.6	-545266
1471	6740.14	-599435
1472	22519.1	-660201
1473	24536.1	-591637
1474	21965.3	-541391
1475	20544.7	-515471
1476	19381.3	-512894
1477	18398.9	-495125
1478	11219.7	-381316
1479	13392.7	-398677
1480	14328.9	-396449
1481	13476.7	-491789
1482	12650.6	-490658
1483	11903.8	-497061
1484	6085.18	-421016
1485	4157.3	-430640
1486	4157.3	-439424
1487	4157.3	-449513
1488	4157.3	-528963
1489	4157.3	-595670
1490	4157.3	-578449
1491	4157.3	-488306
1492	4157.3	-492435
1493	4157.3	-495837
1494	4157.3	-505467
1495	4157.3	-501346
1496	10711.3	-643876
1497	11535.4	-578143
1498	10479.9	-513731
1499	10005.2	-496360
1500	9681.02	-497187
1501	9428.5	-512347
1502	5485.98	-367822
1503	6970.35	-386553
1504	7874.07	-385197
1505	7676.37	-475418
1506	7481.91	-495321
1507	7319.82	-550986
1508	4953.45	-505125
1509	4157.3	-525036
1510	4157.3	-520252
1511	4157.3	-569730
1512	4157.3	-613073
1513	4157.3	-576490
1514	4157.3	-578263
1515	4198.99	-533523
1516	4171.55	-558982
1517	4157.3	-619669
1518	4183	-483841
1519	4166.09	-493322
1520	19208.2	-551266
1521	0	-360163.7492
1522	0	-286280.9699
1523	0	-266883.4092
1524	0	-264184.4563
1525	0	-258278.3666
1526	0	-230921.4536
1527	0	-206230.1749
1528	0	-210606.4297
1529	0	-241071.7876
1530	0	-331785.5816
1531	37250.7	-433465
1532	29787.5	-395738
1533	26861	-438092
1534	14891.9	-463632
1535	8552.56	-497454
1536	6660.12	-490463
1537	6072.15	-534055
1538	5867.11	-520851
1539	5736.81	-493737
1540	5636.13	-504298
1541	5551.26	-561195
1542	5630.54	-461291
1543	6316.03	-454258
1544	35451.4	-490423
1545	0	-289473.3891
1546	0	-240227.0914
1547	0	-195085.5145
1548	0	-179836.7951
1549	0	-169784.365
1550	0	-140942.9987
1551	0	-119432.3388
1552	0	-120289.9464
1553	0	-166976.2413
1554	0	-242791.6198
1555	0	-305851.3096
1556	36777.6	-328880
1557	35770.4	-363915
1558	16993.2	-354320
1559	10114.2	-377036
1560	8929.27	-386455
1561	8012.31	-396840
1562	7653.39	-410322
1563	7426.68	-420539
1564	7246.55	-443247
1565	7101.55	-420637
1566	6969.44	-393694
1567	7800.64	-383533
1568	0	-368993.9988
1569	0	-226549.2624
1570	0	-159741.565
1571	0	-129472.1091
1572	0	-140146.7544
1573	0	-147257.6907
1574	0	-122450.5167
1575	0	-113295.1036
1576	0	-128638.5917
1577	0	-172966.4129
1578	0	-267048.7399
1579	0	-324467.5606
1580	44385	-350381
1581	45814.2	-398238
1582	20889.6	-337951
1583	12713.6	-392866
1584	10089.8	-415439
1585	8598.03	-416725
1586	8210.27	-430477
1587	10613.1	-464131
1588	5125.88	-456347
1589	7599.69	-449898
1590	7450.72	-380446
1591	8246.09	-362153
1592	0	-366134.0443
1593	0	-200895.3958
1594	0	-125089.8543
1595	0	-85113.67925
1596	0	-90977.16631
1597	1447.476829	-47060.72482
1598	6462.14319	-29323.71949
1599	0	-25149.6795
1600	0	-38015.33704
1601	0	-115388.6907
1602	0	-208843.8504
1603	0	-283699.0596
1604	0	-259628.6946
1605	0	-318662.6182
1606	32396.2	-411435
1607	16595	-412081
1608	10464.8	-433393
1609	8589.28	-438829
1610	8139.02	-434309
1611	7923.09	-434962
1612	7741.94	-462788
1613	7576.7	-491206
1614	7459.94	-382009
1615	8252.24	-376320
1616	0	-362296.9984
1617	0	-213442.3349
1618	0	-148145.2222
1619	0	-130895.2818
1620	0	-124676.2876
1621	0	-106099.5104
1622	0	-79139.20997
1623	0	-66709.00921
1624	0	-72839.87779
1625	0	-109129.8792
1626	0	-194044.3257
1627	0	-270043.298
1628	0	-225771.8088
1629	0	-241941.2563
1630	28559.9	-365422
1631	10896.8	-359693
1632	10316.3	-415137
1633	9696.58	-418025
1634	8565.27	-418060
1635	8079.23	-410752
1636	7797.59	-449642
1637	7570.24	-430951
1638	7367.84	-424541
1639	7189.8	-423695
1640	25359.9	-488423
1641	27107	-453601
1642	23884.1	-434348
1643	22121.2	-422789
1644	25928.4	-406108
1645	24939.2	-397091
1646	16961.9	-303161
1647	12759.5	-302764
1648	9908.06	-301908
1649	0	-371050
1650	4572.95	-416321
1651	10739.9	-411335
1652	6419.17	-432972
1653	4157.3	-408868
1654	4184.33	-354913
1655	4166.58	-348644
1656	4157.3	-365014
1657	4157.3	-415387
1658	4157.3	-404569
1659	4270.5	-373525
1660	4196.03	-412848
1661	4157.3	-432369
1662	4157.3	-432359
1663	11924.1	-524683
1664	12834.2	-468154
1665	11597.5	-448334
1666	18989	-434644
1667	15964.2	-424459
1668	13013.6	-409575
1669	5721.65	-318222
1670	0	-335855
1671	0	-345750
1672	5233.35	-446161
1673	3080.22	-470463
1674	7820.91	-550907
1675	5108.82	-599457
1676	4157.3	-591995
1677	4157.3	-551166
1678	4157.3	-589291
1679	4157.3	-588789
1680	4157.3	-598708
1681	4157.3	-612950
1682	4157.3	-631888
1683	4157.3	-636249
1684	4157.3	-640309
1685	4157.3	-452945
1686	4162.1	-430405
1687	22005.9	-517072
1688	0	-338380.8073
1689	0	-263380.5534
1690	0	-244378.13
1691	0	-243620.8767
1692	0	-257825.1012
1693	0	-255621.8764
1694	0	-229355.3067
1695	0	-245251.0752
1696	0	-280239.4564
1697	0	-368008.6354
1698	42369.1	-481982
1699	35072.3	-545643
1700	30286.3	-664495
1701	15904.4	-662595
1702	8798.24	-681516
1703	6825.11	-662870
1704	6225.24	-651935
1705	6011.79	-662297
1706	5874.6	-649179
1707	5767.17	-635265
1708	5673.35	-641570
1709	5588.31	-513842
1710	6364.81	-504416
1711	35124.1	-621107
1712	0	-410769.0446
1713	0	-339717.9014
1714	0	-303320.7011
1715	0	-286671.5416
1716	0	-278971.7926
1717	0	-252363.1793
1718	0	-241390.724
1719	0	-259778.5258
1720	0	-297384.1559
1721	0	-387363.8069
1722	0	-465062.336
1723	46028.5	-576660
1724	40255.2	-610497
1725	22598.6	-627980
1726	11711.9	-642628
1727	8429.35	-696669
1728	7651.78	-684134
1729	7370.02	-702885
1730	7166.02	-693612
1731	6995.72	-700961
1732	6842.6	-685382
1733	6737.05	-526192
1734	7536.93	-527429
1735	44417	-617739
1736	0	-398590.3643
1737	0	-322977.7704
1738	0	-282048.8811
1739	0	-283609.3273
1740	0	-289169.4863
1741	0	-254597.0629
1742	0	-214633.0607
1743	0	-222010.3238
1744	0	-277744.4481
1745	0	-391809.1678
1746	0	-467230.1753
1747	0	-485710.1393
1748	44700.2	-603646
1749	25540.6	-671689
1750	14118.9	-650628
1751	9342.05	-665972
1752	8048.07	-667515
1753	7750.32	-652689
1754	7544.26	-705322
1755	7371.17	-690989
1756	7211.96	-676194
1757	7089.13	-541261
1758	7890	-517223
1759	0	-563922.766
1760	0	-397758.1344
1761	0	-315510.3223
1762	0	-270617.3281
1763	0	-287524.4315
1764	0	-261581.9934
1765	0	-236754.2771
1766	0	-191529.834
1767	0	-215697.8021
1768	0	-227501.9683
1769	0	-331033.8987
1770	0	-392717.5907
1771	0	-376021.9786
1772	47962.2	-474912
1773	27290.1	-517331
1774	15312.5	-547830
1775	10171	-597289
1776	8348.45	-566316
1777	7910.33	-563779
1778	7694.81	-583344
1779	7514.4	-571375
1780	7350.58	-576126
1781	7214.2	-474651
1782	8028.83	-457916
1783	0	-496403.3267
1784	0	-317601.2016
1785	0	-253310.8251
1786	0	-221677.0868
1787	0	-239592.8496
1788	0	-203057.8209
1789	0	-163014.7659
1790	0	-133093.4337
1791	0	-134334.9151
1792	0	-183104.4657
1793	0	-274742.0311
1794	0	-336616.401
1795	45849.6	-315345
1796	0	-312469.3953
1797	30111.9	-439616
1798	16376.9	-438028
1799	10843.7	-425929
1800	8712.38	-440780
1801	7906.48	-473151
1802	7550.99	-492708
1803	7316.67	-491058
1804	7110.66	-424121
1805	6925.27	-418057
1806	6766.46	-421245
1807	22740	-582934
1808	24806.7	-552587
1809	22160.2	-525966
1810	20696.3	-479147
1811	19516.4	-456590
1812	18515.9	-451356
1813	11318.3	-349433
1814	8626.79	-367194
1815	8096.66	-376308
1816	12562.2	-539460
1817	13376.4	-552958
1818	12410.5	-538843
1819	6209.11	-458093
1820	4160.46	-482845
1821	4157.3	-512210
1822	4157.3	-576868
1823	4157.3	-548097
1824	4157.3	-557173
1825	4157.3	-572392
1826	4157.3	-548706
1827	4157.3	-548446
1828	4157.3	-553110
1829	4157.3	-595410
1830	4157.3	-585358
1831	10710.3	-661717
1832	11480	-600799
1833	10487.9	-565317
1834	10048.2	-535795
1835	9693.84	-521546
1836	9417.58	-508859
1837	8342.19	-376400
1838	5136.03	-379014
1839	7031.46	-393280
1840	7830.29	-560316
1841	7594.55	-574624
1842	7400.6	-547970
1843	4972.41	-479888
1844	4157.3	-498948
1845	4157.3	-562012
1846	4157.3	-563899
1847	4157.3	-577551
1848	4159.11	-617901
1849	4157.97	-612313
1850	4157.3	-602855
1851	4157.3	-646498
1852	4157.3	-601411
1853	4157.3	-512972
1854	4160.91	-498259
1855	18281.4	-596876
1856	0	-404708.904
1857	0	-328708.2849
1858	0	-287292.9016
1859	0	-284480.9721
1860	0	-276778.5967
1861	0	-252112.3584
1862	0	-263371.2616
1863	0	-265951.25
1864	0	-304515.5527
1865	0	-387441.128
1866	35829.7	-469102
1867	30211.8	-511927
1868	27170.8	-561462
1869	14895.2	-630802
1870	8524.46	-670980
1871	6612.91	-630769
1872	6017.12	-640013
1873	5843.19	-559189
1874	5688.6	-637148
1875	5577.93	-634982
1876	5490.15	-619562
1877	5420.46	-527983
1878	6205.89	-514725
1879	33534	-592913
1880	0	-378475.5744
1881	0	-283407.852
1882	0	-257031.0957
1883	0	-275680.1301
1884	0	-265998.5114
1885	0	-241868.7436
1886	0	-229757.552
1887	0	-241112.0612
1888	0	-263449.2175
1889	0	-340323.3253
1890	0	-401256.692
1891	43045.8	-381180
1892	37885.1	-404548
1893	21972.7	-390881
1894	11602.3	-493270
1895	8383.07	-423431
1896	7627.82	-429246
1897	7349.94	-439078
1898	7153.24	-575473
1899	6987.64	-648324
1900	6831.66	-641772
1901	6682.9	-534134
1902	7505.05	-527612
1903	40460.6	-621348
1904	0	-395815.3131
1905	0	-296944.3079
1906	0	-233188.4292
1907	0	-230165.1725
1908	0	-213608.2906
1909	0	-211223.5199
1910	0	-197328.0914
1911	0	-212509.1008
1912	0	-219251.8324
1913	0	-323115.2277
1914	0	-402546.0354
1915	0	-449700.5795
1916	44000.5	-511583
1917	25338.2	-493150
1918	14088	-519419
1919	9342.22	-511332
1920	8059.19	-500846
1921	7765.33	-516702
1922	7562.88	-524343
1923	7392.44	-551413
1924	7235.96	-576937
1925	7174.9	-455143
1926	7935.09	-446110
1927	0	-497927.703
1928	0	-332892.6882
1929	0	-266705.9419
1930	0	-214699.0945
1931	0	-211363.6995
1932	0	-195479.1911
1933	0	-169296.4865
1934	0	-141143.0807
1935	0	-148915.7204
1936	0	-188511.6057
1937	0	-279651.8432
1938	0	-337327.275
1939	0	-347588.6376
1940	0	-344197.3461
1941	27736.1	-472616
1942	15344.9	-475040
1943	10208.7	-492122
1944	8349.57	-456693
1945	18491.2	-453543
1946	2948.19	-450805
1947	4301.16	-438075
1948	15287.2	-425934
1949	2842.31	-383939
1950	3630.09	-380063
1951	32198	-468332
1952	0	-335576.5032
1953	0	-305991.0073
1954	0	-279966.366
1955	0	-266426.6718
1956	0	-235515.1754
1957	0	-187616.7494
1958	0	-214316.1251
1959	0	-259065.2894
1960	0	-261377.1207
1961	37908.2	-338897
1962	7800.67	-352954
1963	2078.66	-315926
1964	0	-341919
1965	3667.67	-373581
1966	4157.24	-400862
1967	4157.3	-454717
1968	4162.06	-417513
1969	4158.94	-453590
1970	4157.3	-472807
1971	4157.3	-473879
1972	4157.3	-483937
1973	4157.3	-498916
1974	4195.21	-453064
1975	13125	-560661
1976	13904.3	-489220
1977	12437	-453030
1978	17137.5	-425117
1979	19353.2	-411622
1980	17803	-403221
1981	20932.3	-310129
1982	2078.66	-321522
1983	0	-354617
1984	3216.31	-473801
1985	7189.1	-451062
1986	13464.4	-460473
1987	7809.14	-480621
1988	4157.3	-491509
1989	6804.88	-451624
1990	21967.4	-463912
1991	44512.8	-429825
1992	41418.2	-438892
1993	0	-322140.6648
1994	19859.2	-474767
1995	0	-505016
1996	0	-509565
1997	0	-497756
1998	0	-557407
1999	9021.13	-558882
2000	18050.4	-498037
2001	19370.6	-448572
2002	0	-351328.4104
2003	0	-312563.1681
2004	0	-229802.5566
2005	0	-124305.647
2006	0	-112751.0736
2007	0	-131224.2812
2008	0	-180836.4372
2009	0	-255093.1856
2010	33858.9	-378764
2011	27160	-371304
2012	0	-445087
2013	0	-434307
2014	5507.74	-507707
2015	2078.66	-526724
2016	2078.66	-511349
2017	2078.66	-513740
2018	2450.43	-519006
2019	2078.66	-531838
2020	3597.39	-493817
2021	4193.81	-408416
2022	4180.64	-406551
2023	11403.2	-546761
2024	16263.3	-479979
2025	18789.9	-435146
2026	20360.4	-443349
2027	19800.6	-432239
2028	19585.8	-412382
2029	21401.6	-408982
2030	22930.2	-380772
2031	24077.7	-399982
2032	23899.9	-414408
2033	17611.4	-448752
2034	12037.2	-489530
2035	5862.97	-526437
2036	4157.3	-552503
2037	4157.3	-592250
2038	4157.3	-586220
2039	4157.3	-613912
2040	4157.3	-566446
2041	4157.3	-625601
2042	4157.3	-608382
2043	4157.3	-602744
2044	4157.3	-588628
2045	4157.3	-474911
2046	4157.3	-470243
2047	14407.8	-569269
2048	21064.7	-512761
2049	23217	-463903
2050	24482.4	-397636
2051	23904.2	-393490
2052	23919.8	-363532
2053	26479.8	-353865
2054	28838.9	-336514
2055	38493.5	-319494
2056	28120.8	-332051
2057	20151.7	-359423
2058	12963.9	-432717
2059	6686.38	-360469
2060	4157.3	-467055
2061	4157.3	-484892
2062	4157.3	-495670
2063	4157.3	-487376
2064	4157.3	-495505
2065	4157.3	-501995
2066	4157.3	-549181
2067	4157.3	-591741
2068	4157.3	-627147
2069	4370.21	-452090
2070	4230.17	-433455
2071	17556.2	-524592
2072	24476.3	-463703
2073	26517.6	-418338
2074	28219.9	-408444
2075	29779.6	-391088
2076	26789	-383579
2077	32416.9	-380897
2078	29175.1	-382983
2079	35491.1	-362048
2080	35168.9	-371375
2081	23469	-397966
2082	16069.3	-433635
2083	9460.87	-342525
2084	6804.91	-419094
2085	6804.88	-411951
2086	2078.66	-476762
2087	3588.38	-457289
2088	2078.66	-418151
2089	2078.66	-359706
2090	3250.53	-377314
2091	2078.66	-381686
2092	18606.2	-447498
2093	0	-361151
2094	4271.47	-368190
2095	13505.6	-472344
2096	26162.8	-414000
2097	25878.9	-409488
2098	35632.4	-390155
2099	32008.6	-356454
2100	23752.6	-369268
2101	31879	-351679
2102	31334.4	-341265
2103	32475.9	-343905
2104	31942.8	-346723
2105	24860.5	-379618
2106	8610.19	-399472
2107	4157.3	-324708
2108	4157.3	-338724
2109	4157.3	-367134
2110	4157.3	-433317
2111	4157.3	-471143
2112	4157.3	-503979
2113	4157.3	-534082
2114	4157.3	-577096
2115	4157.3	-503003
2116	4157.3	-463553
2117	4157.3	-424042
2118	4157.3	-417482
2119	19187.6	-480925
2120	26883.8	-429262
2121	29592.3	-398308
2122	31741.8	-359355
2123	30883.2	-346076
2124	35957.3	-349953
2125	41727.4	-333250
2126	0	-254776.8935
2127	0	-238495.632
2128	0	-233672.6101
2129	0	-260432.0638
2130	5101.7	-335712
2131	0	-313973
2132	0	-342573
2133	0	-397500
2134	3363.47	-422931
2135	4157.24	-438184
2136	4157.3	-452199
2137	4157.3	-463144
2138	4157.3	-446768
2139	4157.3	-457134
2140	4157.3	-462344
2141	4204.52	-385444
2142	4173.48	-491098
2143	10052.1	-525658
2144	10673.6	-467697
2145	12403.7	-444468
2146	22636.6	-416551
2147	39507.4	-389378
2148	0	-305586.0328
2149	0	-213893.5747
2150	0	-184149.3078
2151	0	-198201.6122
2152	35381.2	-328840
2153	3716.48	-350326
2154	0	-444963
2155	0	-467188
2156	0	-450096
2157	2085.63	-484582
2158	2643.1	-480927
2159	4157.3	-497618
2160	4157.3	-488211
2161	4157.3	-480356
2162	4157.3	-468774
2163	4157.3	-482337
2164	4157.3	-470210
2165	4168.46	-404268
2166	4161.15	-391865
2167	8319.61	-508790
2168	11586	-458051
2169	21493.5	-430089
2170	38596.2	-411981
2171	0	-268722.4839
2172	0	-195716.0478
2173	0	-107084.064
2174	0	-81404.13174
2175	0	-73162.2918
2176	0	-77302.63809
2177	0	-173608.4258
2178	30175.7	-328293
2179	0	-334766
2180	0	-341596
2181	0	-359526
2182	2085.63	-377800
2183	2126.78	-363671
2184	2078.66	-366710
2185	2545.33	-376141
2186	4157.3	-376594
2187	4157.3	-336471
2188	4157.3	-392577
2189	4157.3	-357825
2190	4157.3	-354252
2191	17137.8	-450070
2192	32316.9	-390541
2193	34663.9	-352145
2194	0	-275272.542
2195	0	-251300.2566
2196	23696	-322246
2197	18582	-324137
2198	25530.6	-332076
2199	26423.7	-324746
2200	23689.1	-335987
2201	11892.4	-371772
2202	11265.2	-417890
2203	6318.97	-384885
2204	4157.3	-449728
2205	4157.3	-492271
2206	4157.3	-472413
2207	4157.3	-474606
2208	4157.3	-475356
2209	4157.3	-498820
2210	4157.3	-485541
2211	4157.3	-483777
2212	4520.35	-391506
2213	4281.56	-391954
2214	4157.3	-410082
2215	16716.9	-487660
2216	23463.8	-417695
2217	25712.7	-367999
2218	27350.3	-354781
2219	26843.9	-346464
2220	26730.2	-342988
2221	34277.4	-335481
2222	38678.8	-322874
2223	34469.4	-314740
2224	35851.6	-312282
2225	39867.7	-333299
2226	7607.96	-335192
2227	0	-314787
2228	0	-334053
2229	0	-368292
2230	2085.63	-353938
2231	2787.51	-375851
2232	4157.3	-361296
2233	4157.3	-375385
2234	4157.3	-406240
2235	4157.3	-374372
2236	4157.3	-409716
2237	4207.68	-373062
2238	4174.51	-341762
2239	18971	-443386
2240	26900.3	-403609
2241	34538.3	-382536
2242	33133.5	-371601
2243	21460.6	-378603
2244	28760.8	-360398
2245	30711.1	-352300
2246	32060.6	-355433
2247	32888.1	-371593
2248	32351.6	-375230
2249	24784.5	-419707
2250	17625.3	-452146
2251	7184.68	-431681
2252	4157.3	-495490
2253	4157.3	-501273
2254	4157.3	-604524
2255	4157.3	-598839
2256	4157.3	-598779
2257	4157.3	-579935
2258	4157.3	-597595
2259	4157.3	-655473
2260	4157.3	-613884
2261	4199.64	-475903
2262	4171.82	-481828
2263	19343	-553541
2264	26765	-503281
2265	28692.2	-477239
2266	29751.5	-444916
2267	28662.9	-422371
2268	28235	-417915
2269	30312.2	-405715
2270	31810	-387613
2271	32928.9	-357647
2272	32720.6	-367273
2273	25025.5	-392465
2274	17972.1	-438960
2275	7288.6	-384750
2276	4157.3	-461719
2277	4157.3	-493253
2278	4157.3	-543715
2279	4157.3	-585462
2280	4157.3	-619315
2281	4157.3	-616677
2282	4157.3	-576769
2283	4157.3	-607437
2284	4157.3	-619513
2285	4213.56	-491770
2286	4176.58	-493352
2287	18936.9	-578453
2288	26727.7	-491758
2289	28723.9	-467446
2290	29873.6	-436001
2291	28779.3	-415719
2292	28354.2	-402212
2293	30767.3	-384143
2294	32879.7	-373939
2295	34140.9	-369812
2296	33619.4	-358317
2297	25290.6	-386772
2298	8842.46	-415091
2299	4157.3	-376201
2300	4157.3	-390109
2301	4157.3	-355798
2302	4164.72	-373520
2303	4159.85	-435945
2304	4157.3	-452675
2305	4157.3	-410259
2306	4157.3	-482419
2307	4157.3	-478640
2308	4167.3	-430846
2309	4160.76	-441607
2310	4157.3	-434338
2311	9996.24	-582135
2312	10642.7	-529097
2313	9745.11	-467486
2314	17318.2	-439940
2315	14411.7	-430006
2316	8916.61	-423642
2317	8006.27	-328498
2318	21109.9	-310523
2319	16048.3	-321409
2320	30341.8	-347251
2321	5990.8	-354126
2322	0	-421094
2323	0	-434282
2324	0	-461196
2325	2085.63	-443432
2326	2612.87	-392289
2327	4157.3	-417436
2328	4157.3	-435266
2329	4243.26	-372163
2330	4186.73	-387738
2331	4157.3	-467067
2332	4157.3	-461032
2333	4157.3	-468486
2334	4157.3	-492782
2335	8184.6	-603454
2336	8431.88	-550966
2337	13087.6	-537772
2338	15513.8	-515202
2339	7393.11	-504447
2340	7259.14	-490155
2341	4940.39	-359690
2342	0	-386925
2343	0	-396662
2344	5896.54	-559211
2345	8612.66	-553936
2346	5888.26	-553168
2347	4593.25	-470201
2348	6844.16	-437975
2349	4170.76	-442556
2350	0	-445859
2351	3019.54	-446749
2352	4157.24	-452305
2353	4157.3	-442820
2354	0	-442852
2355	5667.08	-489048
2356	6804.85	-511051
2357	4186.03	-424641
2358	6814.72	-411806
2359	25148.9	-463949
2360	44603.4	-386600
2361	0	-271192.4511
2362	0	-237208.3554
2363	0	-224377.98
2364	0	-200385.4665
2365	0	-160134.4314
2366	0	-139623.9798
2367	0	-140670.0886
2368	0	-152456.3769
2369	0	-217614.8744
2370	34715.5	-328256
2371	12418.2	-301875
2372	7391.08	-314468
2373	6856.69	-324220
2374	0	-345865
2375	3019.51	-347938
2376	4157.24	-350033
2377	5202.71	-392922
2378	5505.11	-381340
2379	5431.64	-401489
2380	5367.36	-420890
2381	5321.98	-379274
2382	4455.03	-347468
2383	26964.4	-413388
2384	0	-255888.3388
2385	0	-185383.4975
2386	0	-159671.5568
2387	0	-116006.9822
2388	11054.86735	-34371.47115
2389	25256.53125	-8269.409957
2390	48738.04621	-6034.094189
2391	57076.76807	-74.07352619
2392	28219.49544	0
2393	0	-14888.77419
2394	0	-144453.5825
2395	31136.4	-273499
2396	16665.5	-301164
2397	7226.58	-310689
2398	2078.66	-299054
2399	2078.66	-333237
2400	3019.42	-312847
2401	4157.3	-308867
2402	4157.3	-322277
2403	4157.3	-325525
2404	4157.3	-349597
2405	4157.3	-330309
2406	4157.3	-332089
2407	45535.7	-350189
2408	0	-200490.7282
2409	0	-137406.588
2410	0	-115908.0897
2411	0	-117011.0864
2412	0	-77570.67579
2413	0	-37615.57315
2414	3715.630138	-31293.82782
2415	0	-37071.80102
2416	0	-108971.8493
2417	0	-179498.808
2418	0	-266817.2832
2419	46014.3	-313895
2420	32533.6	-329193
2421	14656.7	-334105
2422	5270.07	-328261
2423	4157.3	-333747
2424	4157.3	-362496
2425	4157.3	-350743
2426	7929.41	-372226
2427	5448.05	-356804
2428	7485.39	-370386
