1=Loop running this hour, 0=Off	Net hourly loop load, including thermal losses and pump heat	Net hourly loop load, including thermal losses and pump heat	Outside dry-bulb temp (F)	Rain flag (1 - rainfall)
1	5213.11	-1.26E+06	17	0
1	5295.54	-741379	20	0
1	5220.89	-653202	24	0
1	5217.67	-585581	26	0
1	5213.02	-536272	28	0
1	5474.32	-487546	27	0
1	5251.59	-514836	28	0
1	5198.78	-722088	28	0
1	5235.32	-569821	30	0
1	5199.15	-615521	28	0
1	5196.16	-402927	26	0
1	5196.16	-201107	24	0
1	5196.16	-402690	23	0
1	5218.82	-363557	24	0
1	5202.23	-361099	23	0
1	5205.43	-298604	22	0
1	5199.65	-358130	24	0
1	5196.37	-379599	26	0
1	5199.36	-371304	24	0
1	5196.42	-438044	23	0
1	5196.16	-506014	23	0
1	5209.65	-467679	27	0
1	5197.21	-542747	30	0
1	5196.16	-1.48E+06	31	0
1	5214.41	-1.12E+06	31	0
1	5271.88	-742996	32	0
1	5216.44	-670440	35	0
1	5197.26	-686846	36	0
1	5218.15	-602778	38	0
1	5215.11	-548821	38	0
1	5200.47	-534498	39	0
1	5196.39	-741641	38	0
1	5196.16	-826620	38	0
1	5196.16	-804252	38	0
1	5201.4	-337921	37	0
1	5196.55	-141034	37	0
1	5201.71	-143934	36	0
1	5196.58	-381309	38	0
1	5205.02	-334637	39	0
1	5196.84	-430837	40	0
1	5210.67	-263857	40	0
1	5204.15	-312335	44	0
1	5196.68	-323671	42	0
1	5199.96	-252342	41	0
1	5203.38	-226466	44	0
1	5196.68	-340592	41	0
1	5196.16	-404644	41	0
1	5230.94	-858196	39	0
1	5219.89	-853312	41	0
1	5199.67	-825587	43	0
1	5214.91	-738506	45	0
1	7181.66	-563833	47	0
1	33372.3	-536249	49	0
1	55928.8	-521112	51	0
1	26525.9	-480413	49	0
1	6539.95	-640196	47	0
1	7002.01	-530483	47	0
1	5333.86	-541120	46	0
1	5196.16	-164754	43	0
1	5196.16	-48334.9	41	0
1	5196.16	-25260.4	39	0
1	5196.16	-70034.3	38	0
1	5196.16	-161461	37	0
1	5196.16	-236742	32	0
1	5199.87	-225755	32	0
1	5196.45	-268580	30	0
1	5196.16	-405633	30	0
1	5196.16	-458794	31	0
1	5196.16	-455010	31	0
1	5196.16	-473208	30	0
1	5215.34	-338415	30	0
1	5197.63	-1.28E+06	30	0
1	5196.16	-1.04E+06	34	0
1	5196.16	-994370	38	0
1	5209.38	-898643	42	0
1	5206.55	-862348	45	0
1	6980.18	-865044	47	0
1	5335.48	-245001	48	0
1	5196.42	-267840	45	0
1	5196.16	-437052	41	0
1	5196.16	-536571	41	0
1	5208.81	-424721	42	0
1	5200.99	-482120	44	0
1	5196.47	-439140	45	0
1	5196.16	-553714	45	0
1	5211.08	-368254	46	0
1	5200.34	-461166	48	0
1	5210.02	-349300	50	0
1	5197.21	-439852	50	0
1	5205.78	-270497	51	0
1	5196.89	-579729	48	0
1	5196.16	-604338	45	0
1	5196.16	-603332	43	0
1	5198.02	-573146	41	0
1	5196.32	-749123	40	0
1	5215.72	-1.32E+06	41	0
1	5197.65	-1.14E+06	44	0
1	7691.99	-1.02E+06	47	0
1	59786.8	-963646	51	0
1	65046.7	-940597	52	0
1	116747	-831015	56	0
1	13390	-222494	57	0
1	5211.74	-229918	58	0
1	5197.26	-268924	57	0
1	5196.16	-200966	57	0
1	5196.16	-290474	54	0
1	5196.16	-328942	50	0
1	5196.16	-195086	49	0
1	5196.16	-379889	44	0
1	5198.24	-304075	42	0
1	5196.32	-621833	44	0
1	5196.16	-715802	43	0
1	5201.73	-667220	42	0
1	5196.58	-662701	41	0
1	5196.16	-674217	41	0
1	5196.16	-687346	39	0
1	5208.45	-479700	38	0
1	5197.1	-746485	39	0
1	5199.32	-738103	38	0
1	5200.55	-1.52E+06	33	0
1	5209.58	-1.31E+06	32	0
1	5228.04	-1.13E+06	33	0
1	5198.52	-1.18E+06	31	0
1	5196.16	-1.18E+06	31	0
1	5215.97	-1.07E+06	32	0
1	5197.68	-1.14E+06	32	0
1	5229.17	-966570	33	0
1	5198.67	-1.06E+06	32	0
1	5196.16	-1.12E+06	32	0
1	5196.16	-1.13E+06	32	0
1	5196.16	-884434	31	0
1	5196.16	-291610	31	0
1	5196.16	-638002	31	0
1	5196.16	-742208	30	0
1	5198.36	-726517	30	0
1	5196.34	-792784	29	0
1	5214.53	-645370	29	0
1	5197.57	-828234	29	0
1	5203.13	-785432	28	0
1	5200.66	-763014	27	0
1	5203.07	-729865	27	0
1	5196.68	-773955	27	0
1	5196.16	-800604	27	0
1	5236.8	-1.44E+06	28	0
1	5223.85	-1.16E+06	28	0
1	5211.11	-1.06E+06	30	0
1	5231.89	-860410	34	0
1	5203.37	-801777	34	0
1	5227.66	-598380	37	0
1	5219.08	-552397	39	0
1	5462.26	-451553	40	0
1	5751.23	-361275	43	0
1	5236.89	-405662	42	0
1	5196.16	-594740	41	0
1	5196.16	-342236	34	0
1	5196.16	-89940	31	0
1	5196.16	-148947	30	0
1	5196.16	-258417	29	0
1	5196.16	-410150	31	0
1	5199.35	-343674	31	0
1	5196.42	-439326	31	0
1	5196.16	-462984	31	0
1	5196.16	-623811	32	0
1	5196.16	-760006	32	0
1	5196.16	-827971	31	0
1	5205.17	-776367	31	0
1	5210.44	-675198	32	0
1	5246	-1.34E+06	33	0
1	5222.36	-1.09E+06	35	0
1	5230.74	-904629	37	0
1	5198.67	-962295	39	0
1	5207.29	-895980	41	0
1	5210.26	-814182	41	0
1	5206.79	-796742	42	0
1	5196.89	-820345	41	0
1	5227.93	-580892	42	0
1	5198.6	-721511	43	0
1	5196.16	-726322	43	0
1	5196.16	-479171	43	0
1	5196.16	-105418	44	0
1	5196.16	-99366.2	45	0
1	5198.23	-183008	46	0
1	5196.32	-254999	45	0
1	5196.16	-297421	45	0
1	5205.62	-237447	44	0
1	5212.73	-165502	43	0
1	5199.05	-146550	43	0
1	5196.32	-149935	42	0
1	5196.16	-252503	47	0
1	5196.16	-353272	45	0
1	5211.03	-245731	45	0
1	5220.99	-917960	43	0
1	5223.73	-893488	43	0
1	5198.1	-974739	42	0
1	5210.06	-907761	44	0
1	5214.32	-782434	45	0
1	5197.47	-826706	43	0
1	5220.58	-688363	43	0
1	5204.24	-641893	42	0
1	5196.63	-670797	41	0
1	5199.33	-558530	40	0
1	5196.42	-705375	40	0
1	5196.16	-229072	40	0
1	5200.6	-70469.9	39	0
1	5196.5	-42176.2	38	0
1	5196.16	-71596.3	38	0
1	5196.16	-181029	38	0
1	5196.16	-266247	37	0
1	5196.16	-491949	37	0
1	5196.16	-598418	35	0
1	5196.16	-673170	34	0
1	5225.61	-457933	31	0
1	5218.54	-281759	29	0
1	5197.68	-412589	28	0
1	5196.16	-423227	28	0
1	5236.69	-1.16E+06	31	0
1	5199.25	-1.04E+06	34	0
1	5208.25	-937013	35	0
1	5226.52	-784891	38	0
1	5221.73	-669064	40	0
1	5201.56	-702247	42	0
1	5222.33	-621157	45	0
1	19923.9	-397620	48	0
1	31066.1	-500810	49	0
1	29814.8	-358301	49	0
1	29956.2	-372407	49	0
1	6951.89	-203369	45	0
1	5196.16	-63826.3	40	0
1	5196.16	-43402.3	39	0
1	5196.16	-79807.2	35	0
1	5196.16	-159686	33	0
1	5196.16	-207973	31	0
1	5196.16	-248782	31	0
1	5196.16	-298307	31	0
1	5204.75	-281652	30	0
1	5196.81	-284470	29	0
1	5196.16	-301635	29	0
1	5236.34	-187311	29	0
1	5199.2	-326477	26	0
1	5205.51	-1.17E+06	32	0
1	5198.98	-912365	37	0
1	5196.34	-941841	41	0
1	5214.99	-824751	46	0
1	33185.6	-643290	49	0
1	55752.1	-640786	51	0
1	8895.57	-108681	52	0
1	5200.8	-64469.1	54	0
1	5196.47	-165813	53	0
1	5196.16	-130682	50	0
1	5196.16	-190770	47	0
1	5196.16	-350145	40	0
1	5196.16	-279242	36	0
1	5202.81	-268387	34	0
1	5196.68	-423941	34	0
1	5199.4	-420462	34	0
1	5196.42	-554026	33	0
1	5200.93	-459090	33	0
1	5206.32	-405350	32	0
1	5203.61	-389344	32	0
1	5196.68	-458498	31	0
1	5202.23	-376952	31	0
1	5235	-194158	29	0
1	5204.62	-152086	30	0
1	5197.9	-996410	35	0
1	5196.26	-845554	41	0
1	5202.97	-682767	46	0
1	33475.9	-686561	49	0
1	95597.4	-619737	54	0
1	125488	-541054	57	0
1	13861.7	-100249	58	0
1	5202.17	-62646.1	59	0
1	5199.88	-64198.9	60	0
1	5198.52	-59698.9	60	0
1	5196.32	-159868	56	0
1	5196.16	-145512	50	0
1	5196.16	-75130.5	46	0
1	5196.16	-61466.6	43	0
1	5196.16	-95225	41	0
1	5196.16	-142915	42	0
1	5203.66	-127218	41	0
1	5204.36	-114138	38	0
1	5196.73	-136215	39	0
1	5196.16	-188928	38	0
1	5216.84	-108326	38	0
1	5197.73	-145854	38	0
1	5196.16	-222543	38	0
1	5196.16	-306896	40	0
1	5255.22	-1.06E+06	42	0
1	7346.03	-866736	47	0
1	20225.5	-763614	48	0
1	31539.3	-691703	49	0
1	43211.1	-668415	50	0
1	7948.06	-708088	47	0
1	5196.16	-723105	45	0
1	5198.33	-734256	45	0
1	5196.34	-723208	45	0
1	5196.16	-728226	44	0
1	5196.16	-838432	41	0
1	5196.16	-572890	38	0
1	5196.16	-116402	37	0
1	5196.16	-175163	33	0
1	5196.16	-346092	32	0
1	5201.83	-349056	32	0
1	5196.58	-407308	32	0
1	5198.41	-395762	31	0
1	5196.34	-476280	29	0
1	5200.97	-452814	29	0
1	5201.14	-432253	28	0
1	5247.61	-155869	26	0
1	5206.26	-121950	25	0
1	5196.66	-459800	26	0
1	5228.69	-1.17E+06	29	0
1	5216.38	-895538	32	0
1	5234.26	-678490	35	0
1	5209.12	-619206	36	0
1	5198.64	-642854	38	0
1	5198.04	-677268	40	0
1	5212.35	-634885	42	0
1	5209.54	-603536	45	0
1	5206.67	-557073	46	0
1	6993.35	-456718	47	0
1	20017.8	-636682	48	0
1	6315.82	-151463	46	0
1	5196.16	-57889.9	40	0
1	5196.16	-42268.7	39	0
1	5196.16	-54949.7	36	0
1	5196.16	-75585.6	35	0
1	5196.16	-133134	35	0
1	5202.28	-102266	35	0
1	5196.63	-109559	36	0
1	5196.16	-196150	36	0
1	5202.02	-195476	37	0
1	5196.6	-200737	36	0
1	5196.16	-222031	35	0
1	5207.97	-216567	37	0
1	5244.91	-1.00E+06	39	0
1	5217.07	-789332	40	0
1	5208.49	-735038	42	0
1	5198.09	-735835	43	0
1	5196.24	-741894	39	0
1	5217.17	-548365	39	0
1	5197.73	-649968	40	0
1	5204.2	-527617	38	0
1	5196.79	-558282	34	0
1	5196.16	-728408	34	0
1	5196.16	-870806	34	0
1	5196.16	-563058	33	0
1	5196.16	-132084	33	0
1	5196.16	-292516	33	0
1	5196.16	-384089	32	0
1	5196.16	-774580	31	0
1	5196.16	-774027	30	0
1	5196.16	-769744	29	0
1	5206.04	-653344	26	0
1	5196.89	-764683	26	0
1	5196.16	-880655	25	0
1	5211.98	-795222	24	0
1	5203.33	-764352	23	0
1	5196.6	-811968	21	0
1	5254.02	-1.34E+06	22	0
1	5200.56	-1.24E+06	23	0
1	5196.16	-1.27E+06	24	0
1	5216.29	-1.16E+06	27	0
1	5224.56	-1.02E+06	29	0
1	5199.4	-1.01E+06	30	0
1	5221.82	-903554	31	0
1	5212.71	-820484	31	0
1	5219.92	-706475	34	0
1	5200.57	-684457	34	0
1	5196.37	-560782	33	0
1	5196.16	-232235	32	0
1	5196.16	-94271.8	29	0
1	5196.16	-152106	28	0
1	5196.16	-266932	27	0
1	5196.16	-518641	27	0
1	5196.16	-660452	25	0
1	5196.16	-783674	24	0
1	5197.65	-772189	23	0
1	5217.48	-563194	21	0
1	5197.78	-692470	20	0
1	5196.16	-771417	19	0
1	5203.73	-673575	19	0
1	5196.73	-812437	19	0
1	5247.43	-1.37E+06	21	0
1	5216.94	-1.10E+06	24	0
1	5197.47	-1.13E+06	26	0
1	5214.73	-1.03E+06	28	0
1	5214.42	-937390	30	0
1	5202.84	-915354	32	0
1	5215.95	-836110	33	0
1	5203.74	-782384	33	0
1	5197.83	-793469	34	0
1	5216.54	-663291	35	0
1	5197.7	-669494	35	0
1	5196.16	-216072	34	0
1	5196.16	-86694.6	31	0
1	5196.16	-67798.4	29	0
1	5217.65	-45377.3	27	0
1	5198.94	-52577.1	26	0
1	5196.24	-149727	25	0
1	5196.16	-224440	25	0
1	5220.17	-179846	24	0
1	5197.99	-234933	25	0
1	5198.91	-268319	25	0
1	5224.13	-207224	24	0
1	5200.55	-173865	22	0
1	5196.34	-170735	23	0
1	5196.16	-1.21E+06	30	0
1	5196.16	-970653	33	0
1	5216.51	-734441	38	0
1	5208.16	-654670	43	0
1	5198.69	-652790	45	0
1	5197.7	-668254	45	0
1	5198.88	-136360	46	0
1	5206.09	-80331.1	48	0
1	5196.89	-75053.1	48	0
1	5196.16	-118514	49	0
1	5196.16	-137145	47	0
1	5196.16	-241819	43	0
1	5196.16	-209430	38	0
1	5196.16	-209034	35	0
1	5203.45	-269345	34	0
1	5217.15	-189834	34	0
1	5198.89	-181130	33	0
1	5196.24	-243492	33	0
1	5223.06	-165130	33	0
1	5201.02	-128108	32	0
1	5196.37	-339184	34	0
1	5198.46	-368512	35	0
1	5196.37	-413157	35	0
1	5196.16	-453265	36	0
1	5196.16	-1.35E+06	37	0
1	5197.92	-1.15E+06	40	0
1	5196.32	-1.16E+06	42	0
1	5202.3	-1.13E+06	45	0
1	5196.63	-1.13E+06	45	0
1	5198.62	-1.09E+06	45	0
1	5198.99	-334070	45	0
1	5196.37	-638772	42	0
1	5196.16	-654780	41	0
1	5196.16	-757069	42	0
1	5202.69	-661426	43	0
1	5200.11	-656890	43	0
1	5212.62	-367050	43	0
1	5213.39	-232120	44	0
1	5199.43	-255678	44	0
1	5196.32	-275334	42	0
1	5196.16	-297201	42	0
1	5198.64	-400365	42	0
1	5200.39	-264660	42	0
1	5197.9	-230480	40	0
1	5196.29	-529415	41	0
1	5196.16	-506495	42	0
1	5196.16	-594642	42	0
1	5196.16	-725164	43	0
1	5254.68	-1.23E+06	46	0
1	7336.38	-1.01E+06	47	0
1	20264.1	-582237	48	0
1	15721	-530147	48	0
1	32280.6	-524707	49	0
1	29764.2	-432085	49	0
1	43599.6	-379053	50	0
1	41504.7	-339814	50	0
1	41910.5	-390250	50	0
1	54979.9	-439110	51	0
1	39857.7	-466661	50	0
1	7564.69	-138182	48	0
1	5196.16	-40265.2	45	0
1	5196.16	-21393.9	42	0
1	5196.16	-24195.4	42	0
1	5196.16	-45762.5	39	0
1	5196.16	-67429.1	38	0
1	5196.16	-86764.2	38	0
1	5196.16	-113895	34	0
1	5196.16	-123980	35	0
1	5196.16	-141862	35	0
1	5196.16	-185009	35	0
1	5196.16	-200595	33	0
1	5209.66	-170643	34	0
1	5230.51	-942185	37	0
1	5225.86	-607154	39	0
1	5253.55	-417697	43	0
1	5366.33	-387375	45	0
1	33529.8	-360313	49	0
1	96464.8	-310697	54	0
1	112027	-271156	55	0
1	137336	-261499	56	0
1	145466	-251856	57	0
1	137756	-251440	57	0
1	132283	-256096	57	0
1	14111.8	-58362.9	53	0
1	5196.26	-8828.13	47	0
1	5196.16	-11814.9	43	0
1	5196.16	-16027.7	42	0
1	5210.46	-14124.6	41	0
1	5197.26	-16759.6	36	0
1	5206.65	-16331	35	0
1	5196.94	-15942.1	36	0
1	5196.16	-16564	35	0
1	5196.16	-17520.9	34	0
1	5196.16	-26743.4	34	0
1	5212.13	-27178.4	34	0
1	5209.07	-24459.2	32	0
1	5320.63	-532035	38	0
1	5313.46	-489058	40	0
1	5797.05	-407876	44	0
1	11892.5	-390200	46	0
1	20962.6	-371102	47	0
1	78749.8	-328808	49	0
1	109147	-306459	50	0
1	113063	-302779	50	0
1	75090.6	-339877	50	0
1	29077.3	-349229	48	0
1	31868.4	-342652	48	0
1	7095.54	-93880.9	44	0
1	5196.29	-26167	42	0
1	5196.16	-20514	40	0
1	5196.16	-50412.3	40	0
1	5200.5	-35381.8	39	0
1	5196.47	-28981.1	39	0
1	5196.16	-103184	38	0
1	5198.31	-123508	38	0
1	5196.34	-130614	37	0
1	5198.01	-130446	38	0
1	5196.32	-137285	39	0
1	5197.17	-137953	39	0
1	5196.21	-151144	40	0
1	5221.33	-570787	40	0
1	5213.72	-715635	41	0
1	5463.24	-535431	43	0
1	5444.07	-509004	45	0
1	5307.57	-519327	44	0
1	12653.2	-453492	46	0
1	26845.2	-426613	45	0
1	34966.5	-436896	42	0
1	7288.48	-671846	39	0
1	5201.58	-626875	39	0
1	5196.55	-643283	39	0
1	5196.16	-392704	40	0
1	5200.08	-89379.7	39	0
1	5196.47	-47646.8	40	0
1	5206.73	-66913.5	41	0
1	5216.2	-34798.8	42	0
1	5197.63	-40985.8	42	0
1	5196.16	-97432.9	42	0
1	5196.16	-116588	42	0
1	5208.11	-58845.3	41	0
1	5197.1	-99337.3	41	0
1	5207.43	-97500.2	40	0
1	5197	-57900	40	0
1	5206.57	-33531.6	40	0
1	5302.3	-593481	42	0
1	5509.62	-514029	44	0
1	26540.7	-449196	44	0
1	60466.3	-421718	43	0
1	67901.2	-418366	45	0
1	88175.9	-389784	47	0
1	148574	-356185	50	0
1	138832	-347024	50	0
1	132862	-376369	52	0
1	73328.8	-418151	52	0
1	26496.3	-449191	49	0
1	6475.85	-149190	48	0
1	5196.16	-41711.8	47	0
1	5196.16	-18601.3	47	0
1	5196.16	-53610.4	46	0
1	5196.16	-111431	46	0
1	5199.65	-95997.2	45	0
1	5196.42	-116512	42	0
1	5196.16	-149406	41	0
1	5196.16	-161405	39	0
1	5196.16	-169390	40	0
1	5196.16	-279299	39	0
1	5200.77	-190040	37	0
1	5196.52	-166918	39	0
1	5203.82	-846229	44	0
1	33852.6	-689150	49	0
1	118399	-583702	55	0
1	166374	-492733	58	0
1	260135	-418735	64	0
1	283855	-390635	65	0
1	25042.3	-56038.4	67	0
1	5224.73	-1256.71	69	0
1	5205.18	-388.801	70	0
1	5196.68	-565.094	69	0
1	5196.16	-2778.64	69	0
1	5196.16	-6559.65	63	0
1	5196.16	-11788.8	58	0
1	5196.16	-15731.5	57	0
1	5196.16	-17434.4	57	0
1	5196.16	-19501.2	56	0
1	5196.16	-21193	55	0
1	5196.16	-27269.4	54	0
1	5196.16	-45874.2	51	0
1	5196.16	-72242.1	51	0
1	5198.88	-79908.5	53	0
1	5198.79	-119162	54	0
1	5196.37	-92708.1	51	0
1	5196.16	-152554	49	0
1	58581.3	-812897	50	0
1	208215	-677692	57	0
1	347491	-535252	63	0
1	385326	-488704	64	0
1	273662	-485403	62	0
1	249676	-492500	62	0
1	22433.3	-92425.3	61	0
1	5196.16	-98710.2	57	0
1	5196.16	-185646	53	0
1	5196.16	-339264	47	0
1	5196.16	-433833	47	0
1	5196.16	-533078	44	0
1	5196.16	-531637	42	0
1	5208.09	-493366	43	0
1	5199.53	-432307	42	0
1	5204.45	-283405	39	0
1	5203.16	-283041	40	0
1	5196.66	-451577	43	0
1	5196.16	-589828	43	0
1	5196.16	-573022	42	0
1	5199.4	-561490	43	0
1	5196.42	-572993	43	0
1	5198.53	-561896	43	0
1	5198.5	-645158	43	0
1	5233.88	-1.27E+06	43	0
1	5203.12	-1.03E+06	44	0
1	5250.51	-626596	46	0
1	20696.2	-539746	48	0
1	44614.4	-527429	50	0
1	67515.5	-437605	52	0
1	90526.4	-370757	54	0
1	113346	-324064	56	0
1	97067.7	-415949	55	0
1	99733.5	-402783	55	0
1	86024.9	-407715	54	0
1	10846.7	-130960	53	0
1	5196.16	-38962.7	51	0
1	5196.16	-20442.9	49	0
1	5196.16	-25416.3	48	0
1	5196.16	-42285.8	47	0
1	5196.16	-50339.7	46	0
1	5196.16	-65061.1	44	0
1	5196.16	-83801.1	43	0
1	5196.16	-160022	43	0
1	5198.48	-176284	42	0
1	5196.37	-310312	41	0
1	5203.51	-253440	41	0
1	5196.73	-332682	40	0
1	5271.6	-904990	44	0
1	5212.66	-657003	46	0
1	34074	-440266	49	0
1	56045.9	-393442	51	0
1	92610.5	-355367	54	0
1	113524	-302990	56	0
1	150298	-265140	59	0
1	170399	-243075	61	0
1	180129	-233950	62	0
1	178454	-233760	62	0
1	191695	-238041	63	0
1	18481	-54519.4	61	0
1	5196.16	0	56	0
1	5196.16	-2985.57	50	0
1	5196.16	-6613.42	47	0
1	5198.65	-7135.38	45	0
1	5196.37	-7355.77	44	0
1	5196.16	-11378.8	43	0
1	5196.16	-14546.3	43	0
1	5196.16	-16569.5	43	0
1	5196.16	-18619.8	41	0
1	5196.16	-22768.5	42	0
1	5210.74	-19246.6	41	0
1	5197.26	-19024.2	44	0
1	66467.2	-183184	52	0
1	129911	-367539	57	0
1	147133	-273057	59	0
1	176816	-255667	61	0
1	292835	-237002	67	0
1	378115	-216052	68	0
1	349150	-199657	70	0
1	384655	-199495	73	0
1	409905	-203837	76	0
1	454318	-206853	79	0
1	435464	-199789	83	0
1	33384.1	0	80	0
1	5197.15	0	76	0
1	5196.16	0	70	0
1	5196.16	0	71	0
1	5196.16	0	67	0
1	5196.16	0	60	0
1	5196.16	-41067.8	56	0
1	5196.16	-2767	51	0
1	5196.16	-5278.47	50	0
1	5196.16	-5443.92	46	0
1	5196.16	-6192.85	43	0
1	5196.16	-7055.78	44	0
1	5196.16	-7457.84	44	0
1	20958.4	-293102	48	0
1	98580.4	-284359	54	0
1	137512	-242646	56	0
1	196660	-238375	58	0
1	233123	-232555	60	0
1	265428	-226222	61	0
1	299182	-224554	62	0
1	283039	-220781	61	0
1	220418	-226029	60	0
1	158128	-234722	59	0
1	142984	-242230	58	0
1	14816.4	-54134.9	55	0
1	5196.26	0	51	0
1	5196.16	0	49	0
1	5196.16	0	43	0
1	5196.16	-1875.31	43	0
1	5196.16	-2912.67	38	0
1	5196.16	-4402.3	40	0
1	5196.16	-6249.47	37	0
1	5196.16	-9133.67	37	0
1	5196.16	-11099.2	36	0
1	5196.16	-15360.2	35	0
1	5196.16	-21040.2	34	0
1	5196.16	-23788	36	0
1	5261.85	-197214	40	0
1	6003.88	-334422	44	0
1	23326.8	-296550	46	0
1	62581.9	-287559	47	0
1	109653	-289368	50	0
1	177320	-267057	53	0
1	202596	-250779	54	0
1	221725	-252244	55	0
1	181408	-261017	56	0
1	135483	-261145	56	0
1	129717	-257286	56	0
1	13877.6	-55683.4	54	0
1	5196.34	0	52	0
1	5196.16	-5708.88	48	0
1	5196.16	-6729.34	47	0
1	5196.16	-7547.35	43	0
1	5196.16	-9561.41	39	0
1	5196.16	-13804.3	38	0
1	5210.2	-12349.4	34	0
1	5197.23	-11726.8	32	0
1	5196.16	-19580.7	32	0
1	5196.16	-26252.5	33	0
1	5196.16	-71198.7	33	0
1	5196.16	-106892	37	0
1	5200.55	-682702	41	0
1	5196.5	-564117	45	0
1	46751.3	-454599	50	0
1	53749.7	-417603	51	0
1	79843.3	-395464	53	0
1	89079.6	-406861	54	0
1	11181.4	-59476.3	55	0
1	5200.18	-8256.37	57	0
1	5196.45	-7976.45	58	0
1	5197.97	-9209.96	57	0
1	5196.32	-16206.3	51	0
1	5196.16	-51730.1	47	0
1	5196.16	-54784.8	43	0
1	5196.16	-52939.3	40	0
1	5196.16	-68870.3	37	0
1	5200.17	-74074	35	0
1	5196.47	-90283.1	34	0
1	5196.16	-103218	34	0
1	5219	-63354.8	32	0
1	5201.25	-49395.1	30	0
1	5196.42	-80566.4	29	0
1	5196.16	-109084	28	0
1	5196.16	-117292	28	0
1	5196.16	-83369.6	32	0
1	5196.16	-698335	40	0
1	5196.16	-653669	43	0
1	6268.19	-585124	47	0
1	46585.9	-535343	50	0
1	93848.6	-497874	54	0
1	100094	-465485	55	0
1	11943.9	-63624.3	58	0
1	5199.43	-12956.2	59	0
1	5200.35	-14659.8	60	0
1	5207.13	-30222.8	61	0
1	5196.97	-37946.7	59	0
1	5196.16	-39630.3	58	0
1	5196.16	-28629	50	0
1	5196.16	-31956.9	47	0
1	5196.16	-87437.4	44	0
1	5196.16	-104799	42	0
1	5196.16	-158750	41	0
1	5204.28	-164635	40	0
1	5196.79	-197027	39	0
1	5204.69	-170355	37	0
1	5202.04	-142436	37	0
1	5196.55	-202851	38	0
1	5202.58	-183428	37	0
1	5203.58	-174361	40	0
1	5241.65	-941223	46	0
1	86822	-555600	53	0
1	140459	-359977	58	0
1	171485	-301393	61	0
1	192158	-271518	63	0
1	215540	-238908	65	0
1	236859	-218339	67	0
1	246537	-204130	68	0
1	257118	-205092	69	0
1	264484	-198241	70	0
1	255564	-204035	69	0
1	22883.1	-50416.8	67	0
1	5196.16	0	64	0
1	5196.16	0	62	0
1	5196.16	-726.855	60	0
1	5196.16	-1937.59	61	0
1	5196.16	-3583.9	59	0
1	5196.16	-5109.85	58	0
1	5196.16	-6375.87	58	0
1	5196.16	-8321.71	57	0
1	5196.16	-10128.6	57	0
1	5196.16	-10737.8	57	0
1	5196.16	-11843.9	54	0
1	5210.17	-9731.05	57	0
1	188980	-319399	62	0
1	318106	-253416	67	0
1	341447	-205026	69	0
1	288835	-189154	72	0
1	353886	-198526	73	0
1	415307	-193009	78	0
1	446810	-185655	80	0
1	461041	-180165	79	0
1	468119	-178850	80	0
1	402321	-210752	62	0
1	385857	-218887	61	0
1	31584	0	62	0
1	5196.42	0	61	0
1	5196.16	0	60	0
1	5196.16	-46367.7	48	0
1	5196.16	-869.523	47	0
1	5196.16	-4525.17	44	0
1	5196.16	-7229.46	44	0
1	5196.16	-11004.4	44	0
1	5198.51	-10802.9	44	0
1	5198.8	-9669.4	46	0
1	5196.37	-14654.5	42	0
1	5198.62	-15460	43	0
1	5196.37	-21595.9	42	0
1	5220.73	-632809	42	0
1	5210.24	-525655	42	0
1	6266.76	-350223	44	0
1	5524.28	-349331	44	0
1	5268.93	-383255	44	0
1	11919.6	-319460	44	0
1	33674.3	-299311	47	0
1	44015	-299438	46	0
1	22063.4	-320158	45	0
1	6260.42	-374506	45	0
1	5196.32	-488211	44	0
1	5196.16	-150996	44	0
1	5196.16	-40557.8	44	0
1	5196.16	-15600.9	44	0
1	5196.16	-19637	44	0
1	5196.16	-77928.2	43	0
1	5202.7	-71872.6	42	0
1	5196.68	-53919.9	42	0
1	5196.16	-102348	42	0
1	5199.66	-108803	43	0
1	5197.83	-61937.3	43	0
1	5196.29	-95991.7	44	0
1	5199.78	-102704	45	0
1	5199.85	-73862	45	0
1	7717.29	-416355	47	0
1	55982	-493839	49	0
1	144433	-376170	52	0
1	182949	-334066	55	0
1	379047	-273223	62	0
1	408514	-215781	71	0
1	483464	-195624	78	0
1	434988	-183518	78	0
1	467718	-199772	79	0
1	415782	-195885	77	0
1	347262	-194602	72	0
1	27936.8	-47673.5	72	0
1	5196.84	0	67	0
1	5196.16	0	67	0
1	5196.16	0	65	0
1	5196.16	0	66	0
1	5196.16	0	63	0
1	5196.16	-1000.47	60	0
1	5196.16	-4835.15	55	0
1	5196.16	-7974.17	53	0
1	5196.16	-11010.7	51	0
1	5196.16	-12569.2	50	0
1	5196.16	-12997.1	50	0
1	5196.16	-15663.2	49	0
1	5196.16	-665728	43	0
1	5225.04	-624096	42	0
1	6592.57	-383491	42	0
1	5601.86	-354454	44	0
1	28827.3	-316170	44	0
1	60863.7	-308175	44	0
1	79892.7	-301696	45	0
1	85295.8	-305346	44	0
1	14495.8	-381592	42	0
1	6775.74	-373209	42	0
1	5293.42	-408519	41	0
1	5196.18	-108807	39	0
1	5196.16	-33540	37	0
1	5196.16	-65031.8	36	0
1	5196.16	-225027	35	0
1	5196.16	-230763	34	0
1	5204.04	-188186	34	0
1	5196.79	-261516	32	0
