"1=Loop running this hour, 0=Off"	"Net hourly loop load, including thermal losses and pump heat"	"Net hourly loop load, including thermal losses and pump heat"	Outside dry-bulb temp (F)	Rain flag (1 - rainfall)
1	9583.81	-299136	12	0
1	12754.5	-286190	12	0
1	71419.3	-555764	12	0
1	160463	-483370	12	0
1	197295	-452657	14	0
1	208351	-441719	16	0
1	203884	-348431	18	0
1	202915	-335637	20	0
1	213871	-408743	21	0
1	227059	-380816	23	0
1	212369	-381573	22	0
1	183689	-351351	21	0
1	134619	-310148	20	0
1	96278.1	-253391	20	0
1	73600	-372655	21	0
1	64392.1	-444113	21	0
1	38705.4	-434708	21	0
1	23187.9	-404160	22	0
1	16758.1	-342460	22	0
1	14251.5	-391440	22	0
1	13140.5	-408823	23	0
1	12323.2	-458870	23	0
1	11622.5	-423910	21	0
1	10979.1	-379497	18	0
1	10386.2	-235666	16	0
1	13641.2	-199464	18	0
1	78832	-434717	19	0
1	170629	-401512	21	0
1	207463	-364569	25	0
1	220896	-342090	29	0
1	211548	-235099	33	0
1	213161	-230837	35	0
1	229191	-314622	36	0
1	243399	-292116	38	0
1	224989	-297692	36	0
1	195110	-256531	34	0
1	146224	-193840	32	0
1	106403	-151458	30	0
1	80490.1	-115205	28	0
1	70855.2	-119862	26	0
1	43833.3	-120670	26	0
1	24921.6	-137961	25	0
1	17492.2	-133142	25	0
1	14592.1	-148645	24	0
1	13070.4	-155384	24	0
1	12040.7	-168311	23	0
1	11227.6	-178327	22	0
1	10509.6	-187997	21	0
1	9851.35	-197471	20	0
1	9270.49	-210133	21	0
1	28732.5	-317066	22	0
1	30919.4	-262087	23	0
1	27635.1	-223855	26	0
1	25928.6	-207972	30	0
1	24563.8	-202452	33	0
1	23416.5	-204355	34	0
1	14644.1	-84328.7	35	0
1	17146.2	-90200.2	36	0
1	18295.6	-103132	36	0
1	17318.7	-236896	35	0
1	16376.8	-288986	35	0
1	15516.4	-295799	34	0
1	6995.75	-264940	33	0
1	4153.27	-265054	32	0
1	4153.27	-261068	33	0
1	4153.27	-285829	33	0
1	4153.27	-282223	34	0
1	4153.27	-271428	36	0
1	4153.27	-257313	37	0
1	4153.27	-245706	39	0
1	4153.27	-239958	39	0
1	4153.27	-250424	38	0
1	4153.27	-236129	38	0
1	4153.27	-239268	38	0
1	13938.7	-346148	39	0
1	15039.9	-272546	39	0
1	13500.3	-247478	40	0
1	15358.7	-226759	41	0
1	14674.1	-213121	42	0
1	14111.3	-197066	43	0
1	8860.33	-63884.2	44	0
1	7046.55	-55079.5	45	0
1	3306.87	-66614.8	43	0
1	3241.86	-126041	41	0
1	5566.84	-161802	39	0
1	8341.17	-195406	37	0
1	5206.78	-201752	34	0
1	4153.27	-225065	32	0
1	4153.27	-233251	32	0
1	4153.27	-235008	31	0
1	4153.27	-234335	31	0
1	4153.27	-224985	30	0
1	4153.27	-218772	28	0
1	4153.27	-205298	27	0
1	4153.27	-216210	29	0
1	4153.27	-234001	31	0
1	4153.27	-175535	33	0
1	4155.31	-142983	33	0
1	30975.3	-376145	34	0
1	100375	-366544	34	0
1	137493	-345596	35	0
1	152649	-331116	35	0
1	151952	-221248	36	0
1	153892	-212052	37	0
1	166204	-309530	37	0
1	180357	-299965	38	0
1	175101	-306793	37	0
1	145119	-258995	37	0
1	99690.4	-190730	36	0
1	66338.6	-143850	35	0
1	53778.5	-108851	35	0
1	47840.6	-131807	34	0
1	26854.9	-179548	34	0
1	13365	-224296	35	0
1	8978.02	-270442	35	0
1	7950.08	-305675	34	0
1	7658.3	-339078	33	0
1	7464.44	-372648	32	0
1	7312.15	-407211	31	0
1	7177.4	-428517	31	0
1	7054.09	-213081	30	0
1	8199.15	-179923	30	0
1	59280.2	-416889	30	0
1	146620	-406117	30	0
1	184731	-381718	31	0
1	196995	-364123	32	0
1	193300	-266891	33	0
1	192948	-253616	33	0
1	203468	-326793	34	0
1	218335	-310996	34	0
1	208623	-317308	32	0
1	177807	-267469	31	0
1	129277	-205014	29	0
1	91857.2	-160680	29	0
1	72327.2	-174834	29	0
1	63973.3	-227811	29	0
1	37305.1	-266869	27	0
1	20201.4	-275778	26	0
1	13470.2	-262563	24	0
1	11124.5	-275836	24	0
1	10135.3	-298615	23	0
1	9428.83	-323892	23	0
1	8920.65	-341696	22	0
1	8655.44	-357624	21	0
1	8467.5	-221559	20	0
1	11011	-189289	20	0
1	74742	-435531	19	0
1	166354	-427342	19	0
1	203440	-410437	20	0
1	215232	-391085	20	0
1	208089	-294633	21	0
1	207743	-289440	21	0
1	219666	-363887	22	0
1	233323	-357609	22	0
1	216890	-363823	20	0
1	188153	-327565	19	0
1	137981	-284068	17	0
1	99397.4	-230004	15	0
1	77320.5	-268630	14	0
1	68147.2	-312039	12	0
1	41084	-362071	11	0
1	23038.1	-367078	10	0
1	15896.5	-378387	9	0
1	13434.7	-424435	8	0
1	12354.4	-464265	8	0
1	11557.2	-510471	7	0
1	10876.2	-528434	6	0
1	10253.9	-547005	5	0
1	9743.84	-297736	4	0
1	12932.3	-279815	5	0
1	77416.2	-519767	6	0
1	169127	-460445	7	0
1	206141	-420938	9	0
1	218934	-396742	12	0
1	210238	-286912	14	0
1	211173	-276390	15	0
1	225546	-350126	17	0
1	239504	-330723	18	0
1	221691	-322702	17	0
1	192799	-279243	15	0
1	142996	-222664	14	0
1	103250	-181693	12	0
1	78395	-110027	11	0
1	69062.6	-96234.9	9	0
1	42018.9	-155342	8	0
1	24224.6	-237250	6	0
1	17134.2	-348542	5	0
1	14556.4	-349242	4	0
1	13370.1	-341247	2	0
1	12514.7	-325099	1	0
1	11805.7	-279187	0	0
1	11176	-258579	0	0
1	10632.3	-213893	-1	0
1	13887.4	-186835	1	0
1	80626.7	-400367	3	0
1	172913	-390531	5	0
1	210285	-366452	9	0
1	226851	-350390	12	0
1	217611	-250717	16	0
1	220646	-253750	18	0
1	234340	-343667	19	0
1	245923	-334040	21	0
1	226351	-334109	18	0
1	194303	-290018	16	0
1	144841	-235900	13	0
1	104944	-191993	11	0
1	78905.1	-173867	10	0
1	68937	-189109	8	0
1	41897.3	-242256	7	0
1	24409.3	-275956	7	0
1	17438.8	-318964	6	0
1	14555.1	-344403	6	0
1	13026.4	-333769	5	0
1	11985.7	-343037	5	0
1	11167.9	-366989	8	0
1	10447.8	-413477	11	0
1	9783.48	-429557	14	0
1	9189.14	-449710	16	0
1	28100.4	-458134	18	0
1	30549.4	-401774	20	0
1	27477.2	-375794	23	0
1	25788.9	-368547	25	0
1	24417.5	-356467	28	0
1	23263.7	-338109	30	0
1	19944	-166570	32	0
1	18525.4	-175211	34	0
1	17762.7	-195989	33	0
1	16935.7	-381244	33	0
1	16078.3	-415766	32	0
1	15249.6	-421373	32	0
1	6929.31	-390891	31	0
1	4153.27	-396257	31	0
1	4153.27	-383630	31	0
1	4153.27	-362705	30	0
1	4153.27	-345770	30	0
1	4153.27	-331037	30	0
1	4153.27	-324644	29	0
1	4153.27	-306742	29	0
1	4153.27	-324473	27	0
1	4153.27	-310891	26	0
1	4153.27	-325496	24	0
1	4153.27	-309106	26	0
1	13545.8	-412186	27	0
1	14608.7	-342999	29	0
1	13135.3	-334223	30	0
1	12374.3	-328209	30	0
1	11697.3	-317975	31	0
1	11131	-288792	32	0
1	9397.1	-129223	34	0
1	8702.42	-121172	35	0
1	8527.27	-124651	34	0
1	8363.13	-146833	32	0
1	8177.48	-144564	31	0
1	8004.83	-178178	30	0
1	5124.44	-209120	28	0
1	4153.27	-249062	27	0
1	4153.27	-292744	26	0
1	4153.27	-344642	25	0
1	4153.27	-377983	24	0
1	4153.27	-361021	24	0
1	4153.27	-374260	23	0
1	4153.27	-355524	23	0
1	4153.27	-367949	22	0
1	4153.27	-348845	22	0
1	4153.27	-360421	21	0
1	4153.27	-362060	21	0
1	8916.78	-457105	20	0
1	9530.15	-395806	20	0
1	8872.98	-368982	22	0
1	8584.14	-348967	24	0
1	8353.74	-338297	26	0
1	8166.86	-329816	27	0
1	7461.51	-176509	27	0
1	7214.52	-185692	28	0
1	7134.88	-207959	27	0
1	7018.3	-317387	25	0
1	6876.02	-344709	24	0
1	6743.6	-335699	23	0
1	4805.4	-293832	22	0
1	4153.27	-284302	21	0
1	4153.27	-314266	20	0
1	4153.27	-317864	20	0
1	4153.27	-349962	19	0
1	4153.27	-352140	17	0
1	4153.27	-360803	16	0
1	4153.27	-374926	14	0
1	4153.27	-384135	13	0
1	4153.27	-397986	11	0
1	4153.27	-287148	10	0
1	4153.27	-267013	11	0
1	20080.3	-529874	13	0
1	66619	-480183	14	0
1	100555	-453127	16	0
1	117568	-429938	17	0
1	118498	-320601	19	0
1	121531	-312468	20	0
1	133443	-385334	21	0
1	147305	-376289	22	0
1	142604	-367228	21	0
1	114076	-331536	19	0
1	73906.6	-269829	18	0
1	47969.6	-218215	16	0
1	38646.5	-159859	14	0
1	35390.4	-172370	12	0
1	21181.1	-203324	12	0
1	11084.3	-246286	12	0
1	7970.73	-265783	12	0
1	7243.86	-277441	11	0
1	6981.16	-293709	9	0
1	6817.69	-306684	8	0
1	6693.85	-310026	9	0
1	6587.33	-344389	9	0
1	6574.08	-258402	10	0
1	7711.24	-235915	12	0
1	46661.4	-502508	14	0
1	121275	-478132	16	0
1	157710	-445557	20	0
1	171414	-406263	23	0
1	169194	-294809	27	0
1	169957	-297145	28	0
1	181084	-374342	30	0
1	193744	-356276	31	0
1	187250	-356436	30	0
1	156443	-323099	28	0
1	110251	-273406	27	0
1	75538.3	-214640	26	0
1	59906.6	-219503	24	0
1	52874	-224099	23	0
1	31671.8	-248042	23	0
1	17978.4	-271804	23	0
1	11821.7	-281173	23	0
1	9664.13	-248865	22	0
1	9136.44	-208457	22	0
1	8992.62	-163663	21	0
1	8707.33	-185188	19	0
1	8483.56	-220166	16	0
1	8309.51	-209743	14	0
1	9649.99	-187568	18	0
1	64832.6	-410752	21	0
1	153339	-387234	25	0
1	190536	-368238	27	0
1	202134	-349117	30	0
1	198618	-252880	32	0
1	198827	-245848	33	0
1	210131	-331575	33	0
1	226136	-317045	34	0
1	211378	-324706	32	0
1	181108	-298733	29	0
1	131877	-237586	27	0
1	94401.9	-185853	26	0
1	73551.3	-202035	24	0
1	64792.8	-227404	23	0
1	38373.1	-305592	22	0
1	21859.3	-400834	22	0
1	15180.7	-458036	21	0
1	12737.4	-434084	22	0
1	11662.3	-382378	24	0
1	10889.1	-364152	25	0
1	10240.3	-352571	27	0
1	9656.91	-371617	28	0
1	9284.18	-198557	30	0
1	12409.4	-167375	30	0
1	77507.2	-390949	31	0
1	169147	-383517	31	0
1	206489	-373365	31	0
1	220338	-357840	32	0
1	210615	-271119	32	0
1	211716	-258866	32	0
1	225991	-339842	33	0
1	238850	-341980	33	0
1	220516	-337296	33	0
1	191416	-291404	34	0
1	141414	-228362	34	0
1	102997	-162912	36	0
1	80094	-158943	37	0
1	71004	-170392	39	0
1	43810.9	-197358	40	0
1	24298.7	-222982	40	0
1	19319.8	-216662	41	0
1	13896.8	-222793	41	0
1	9772.21	-211949	40	0
1	11399.3	-205266	40	0
1	10603.7	-198448	40	0
1	9906.42	-188414	39	0
1	9272.45	-173600	39	0
1	8714.55	-181756	39	0
1	29574.6	-295596	40	0
1	32437.7	-259497	40	0
1	28901.1	-248127	39	0
1	26725.6	-249116	37	0
1	24834.6	-256282	36	0
1	23180.8	-253547	35	0
1	14256.8	-116089	35	0
1	16710.5	-135952	34	0
1	17846.5	-152159	33	0
1	16875.2	-328921	33	0
1	15937.2	-360484	32	0
1	15084.1	-401794	32	0
1	6886.14	-406865	31	0
1	4153.27	-448093	31	0
1	4153.27	-469432	30	0
1	4153.27	-469864	29	0
1	4153.27	-486365	28	0
1	4153.27	-491635	28	0
1	4153.27	-510389	27	0
1	4153.27	-513645	27	0
1	4153.27	-482918	27	0
1	4153.27	-444132	26	0
1	4153.27	-407565	26	0
1	4153.27	-448951	26	0
1	13231.8	-457019	27	0
1	14216	-410942	27	0
1	12788.6	-374371	28	0
1	12051.7	-349364	30	0
1	11391.3	-336797	31	0
1	10837.3	-333460	31	0
1	9188.84	-188487	30	0
1	8659.76	-202573	30	0
1	8551.45	-218601	29	0
1	8388.04	-427722	29	0
1	8195.48	-449966	28	0
1	8009.22	-451166	27	0
1	5124.56	-437051	26	0
1	4153.27	-435508	25	0
1	4153.27	-430012	24	0
1	4153.27	-402555	23	0
1	4153.27	-392470	22	0
1	4153.27	-402613	22	0
1	4153.27	-436748	21	0
1	4153.27	-460628	21	0
1	4153.27	-431077	20	0
1	4153.27	-393399	19	0
1	4165.16	-261586	18	0
1	4173.91	-232736	19	0
1	28820.3	-479780	21	0
1	94661.1	-417942	22	0
1	131049	-386237	23	0
1	146445	-370180	24	0
1	146089	-267716	25	0
1	148302	-261050	26	0
1	160148	-340609	26	0
1	173983	-319729	27	0
1	168945	-315998	27	0
1	139440	-281716	27	0
1	94988.5	-214324	27	0
1	62610.4	-170364	26	0
1	50648.8	-121221	26	0
1	45141.5	-138197	25	0
1	25894.8	-175951	25	0
1	12968.5	-209415	24	0
1	8774.46	-231914	24	0
1	7816.92	-267581	23	0
1	7531.38	-319562	23	0
1	7344.53	-359772	22	0
1	7196.52	-375023	21	0
1	7065.61	-379573	21	0
1	6962.44	-236137	20	0
1	8102.16	-194322	21	0
1	55683.5	-450572	21	0
1	140383	-430575	22	0
1	178563	-394167	23	0
1	190968	-372574	25	0
1	187701	-265655	26	0
1	187737	-260113	27	0
1	198735	-352649	27	0
1	211473	-340219	28	0
1	203571	-351605	27	0
1	171454	-305694	27	0
1	123483	-250231	26	0
1	87507.5	-194155	26	0
1	69261.5	-211997	26	0
1	61234.4	-250577	26	0
1	35019.1	-279356	24	0
1	19503.2	-275287	22	0
1	13272.3	-253720	20	0
1	10935.6	-264689	19	0
1	9954.66	-283142	18	0
1	9254.26	-321780	17	0
1	8846.85	-340720	15	0
1	8616.72	-329642	14	0
1	8429.22	-235489	12	0
1	10812.9	-206508	15	0
1	71295.2	-433822	17	0
1	162214	-405475	20	0
1	199682	-376537	22	0
1	211346	-357007	25	0
1	206429	-261215	27	0
1	205952	-255773	28	0
1	218990	-330058	30	0
1	233206	-320673	31	0
1	216887	-320605	30	0
1	188164	-286051	28	0
1	138259	-231414	27	0
1	99459.7	-188299	25	0
1	77249	-180387	24	0
1	68275	-196670	22	0
1	41274.2	-225595	21	0
1	23087.7	-255085	20	0
1	15907.7	-269525	18	0
1	13416.9	-268508	17	0
1	12319.5	-276763	16	0
1	11531.3	-295523	14	0
1	10863	-310485	13	0
1	10254.9	-318682	13	0
1	9729.57	-213548	13	0
1	12984.9	-168234	14	0
1	80570.7	-400434	15	0
1	172474	-394706	19	0
1	209482	-385532	26	0
1	223507	-364845	28	0
1	212951	-256173	30	0
1	215807	-244540	31	0
1	230195	-335555	33	0
1	242618	-343437	33	0
1	225053	-330970	34	0
1	193911	-290581	34	0
1	144002	-222676	34	0
1	105024	-162018	34	0
1	81118.4	-108107	34	0
1	72027.1	-107913	34	0
1	44971.3	-109759	34	0
1	24907.9	-118315	34	0
1	17089.9	-116331	37	0
1	14586.2	-155062	35	0
1	13461.6	-199620	35	0
1	12621	-222429	32	0
1	11891.9	-220971	31	0
1	11238.3	-221063	28	0
1	10789.5	-161927	29	0
1	13976.8	-133655	30	0
1	87440.4	-352127	31	0
1	181954	-358065	30	0
1	224686	-333170	31	0
1	237349	-323795	31	0
1	226749	-221119	32	0
1	232311	-213621	32	0
1	250550	-290959	33	0
1	264917	-281017	33	0
1	246517	-274803	33	0
1	206943	-229081	32	0
1	156353	-166217	29	0
1	114639	-126573	27	0
1	86240.5	-95059.5	26	0
1	75674.5	-144397	25	0
1	48028.3	-167287	22	0
1	26315.9	-225162	21	0
1	17644.9	-266528	18	0
1	14584.7	-212813	16	0
1	13034.6	-221135	15	0
1	12014.5	-223869	14	0
1	11202.7	-218216	11	0
1	10488.2	-226121	10	0
1	9834.82	-218964	9	0
1	9254.21	-254613	10	0
1	29641	-342539	14	0
1	31599	-262971	18	0
1	27793.3	-220147	21	0
1	25940.4	-202263	23	0
1	24572.6	-210308	23	0
1	23425.9	-196993	25	0
1	20033.6	-105467	23	0
1	18598.6	-86968.5	24	0
1	17855.4	-87279	24	0
1	17041.8	-150805	23	0
1	16191.5	-171048	22	0
1	15375.8	-177136	20	0
1	6985.83	-130231	18	0
1	4161.26	-120894	18	0
1	4153.27	-127143	17	0
1	4153.27	-134751	15	0
1	4153.27	-192466	13	0
1	4153.27	-258728	12	0
1	4153.27	-261409	13	0
1	4198.17	-191014	12	0
1	4168.64	-172762	11	0
1	4153.27	-176820	12	0
1	4153.27	-184194	10	0
1	4153.27	-182457	10	0
1	14079.1	-323152	15	0
1	15183.5	-260943	19	0
1	13662.9	-202018	26	0
1	12834.6	-194241	30	0
1	12124.7	-208036	31	0
1	11559.7	-229149	31	0
1	6245.45	-82558.5	32	0
1	7869.14	-81883.7	33	0
1	8861.27	-82601.3	34	0
1	8624.9	-150151	33	0
1	8406.99	-187902	30	0
1	8212.19	-233355	27	0
1	5175.78	-204010	28	0
1	4153.27	-215255	27	0
1	4153.27	-215341	26	0
1	4153.27	-251783	25	0
1	4153.27	-303320	23	0
1	4153.27	-267733	24	0
1	4153.27	-271907	22	0
1	4153.27	-234148	18	0
1	4153.27	-238729	17	0
1	4153.27	-295960	16	0
1	4352.19	-196214	15	0
1	4232.32	-167828	17	0
1	31501.8	-386781	20	0
1	96559	-346583	26	0
1	133364	-321664	31	0
1	149480	-321933	33	0
1	149697	-221957	34	0
1	152431	-218843	35	0
1	165738	-306176	36	0
1	181401	-286535	37	0
1	176736	-281887	37	0
1	146555	-231507	37	0
1	101539	-169158	34	0
1	67412.7	-127097	32	0
1	52431	-93083.2	32	0
1	46082	-113816	31	0
1	26429	-134822	31	0
1	13370.6	-169674	29	0
1	9002.08	-168592	30	0
1	7980.06	-207606	28	0
1	7689.36	-203763	28	0
1	7499.45	-181723	28	0
1	7350.68	-185893	27	0
1	7224.02	-229817	27	0
1	7218.31	-167718	28	0
1	8293.96	-136756	28	0
1	61221.4	-321029	31	0
1	146918	-321488	33	0
1	185659	-319965	35	0
1	198557	-298555	38	0
1	197882	-188153	40	0
1	205789	-187401	42	0
1	219750	-273187	44	0
1	236023	-260605	46	0
1	227997	-255104	47	0
1	184521	-205284	45	0
1	132336	-125489	43	0
1	96409.3	-82015.9	42	0
1	72775	-44065.2	41	0
1	63732.9	-62835	39	0
1	36860.5	-66359	38	0
1	14108.6	-70697.9	37	0
1	12631	-86753.8	34	0
1	12083.3	-87660.6	34	0
1	10783.3	-103989	31	0
1	10000.6	-107647	29	0
1	9427.72	-120322	28	0
1	9137.91	-106403	30	0
1	8947.63	-89924.1	32	0
1	11774.9	-81457.4	32	0
1	84618.5	-255292	34	0
1	179516	-296032	36	0
1	224417	-289332	37	0
1	242629	-278337	38	0
1	231578	-179420	38	0
1	234004	-181909	38	0
1	251317	-273663	38	0
1	264916	-270034	38	0
1	244760	-273714	37	0
1	204667	-230178	36	0
1	152377	-160324	34	0
1	111239	-105494	33	0
1	84205	-57606.9	33	0
1	74269.9	-77118.4	34	0
1	41161.3	-55489	36	0
1	16370.9	-72149.3	36	0
1	15360	-92885.9	37	0
1	14885.9	-101322	38	0
1	13396.9	-108377	40	0
1	15127	-136997	41	0
1	9109.16	-138596	40	0
1	11091.8	-133936	40	0
1	10493.4	-92569	40	0
1	8139.12	-64968.4	40	0
1	96190.8	-271365	41	0
1	197968	-297699	42	0
1	246389	-283794	45	0
1	269801	-275490	48	0
1	249581	-167526	48	0
1	262181	-160386	50	0
1	301751	-254054	50	0
1	295696	-241732	49	0
1	284950	-246271	49	0
1	220093	-200424	46	0
1	164261	-123736	44	0
1	116918	-81405.2	42	0
1	87902.3	-46120.9	41	0
1	77211.8	-68070	40	0
1	43455.4	-93718.5	39	0
1	27425.2	-101029	38	0
1	19611.1	-113880	37	0
1	15466.4	-119651	37	0
1	14051.1	-119601	37	0
1	13200.8	-122547	36	0
1	12489	-137026	36	0
1	11837.4	-162942	35	0
1	11211.4	-102797	35	0
1	8772.81	-74455.8	34	0
1	98775.8	-267085	35	0
1	203149	-308509	36	0
1	250712	-296311	37	0
1	261270	-291810	38	0
1	249638	-181571	39	0
1	256348	-168371	41	0
1	275082	-260783	43	0
1	288875	-255553	44	0
1	270618	-251491	44	0
1	229632	-200144	44	0
1	171590	-115609	42	0
1	122787	-80191.5	36	0
1	94889.8	-23946.1	34	0
1	83475.5	-20158.3	33	0
1	44810.8	-64130.3	31	0
1	17697.3	-69204.6	29	0
1	18358.3	-90645.4	28	0
1	16874.1	-100442	28	0
1	14059.5	-104880	27	0
1	12713.5	-94643.3	29	0
1	11848.6	-125592	27	0
1	11118.9	-114619	28	0
1	10442.7	-111934	28	0
1	9846.99	-110170	28	0
1	40559	-159766	31	0
1	42926.6	-137836	34	0
1	37200.3	-125053	37	0
1	34298.6	-120078	39	0
1	37294.2	-112763	42	0
1	35569.7	-109062	44	0
1	21703.2	-34845.9	46	0
1	14081.1	-21027	47	0
1	10843.2	-21691.2	47	0
1	0	-62057	42	0
1	9366.26	-102702	38	0
1	18627.6	-102538	38	0
1	7711.78	-124607	35	0
1	4153.27	-108254	35	0
1	4171.99	-77131.5	34	0
1	4504.89	-61854.9	35	0
1	4709.54	-72943.4	34	0
1	4789.63	-101416	34	0
1	4825.14	-103646	35	0
1	4825.26	-88134.9	35	0
1	4813.71	-104100	35	0
1	4809.65	-121913	35	0
1	4809.55	-127488	34	0
1	16909.6	-205345	34	0
1	17425.6	-156024	37	0
1	15252.2	-138217	40	0
1	22267.7	-134086	43	0
1	18871	-129429	45	0
1	15605.2	-123514	46	0
1	6812.86	-53081.4	46	0
1	0	-46258.7	44	0
1	0	-53018.9	42	0
1	6661.21	-123174	42	0
1	4213.15	-163616	38	0
1	9128.48	-229338	36	0
1	5397.63	-293369	35	0
1	4153.27	-283665	33	0
1	4153.27	-242005	33	0
1	4153.27	-283886	34	0
1	4153.27	-283174	35	0
1	4153.27	-292211	34	0
1	4153.27	-306445	33	0
1	4153.27	-325984	33	0
1	4153.27	-331441	33	0
1	4153.27	-336524	33	0
1	4697.83	-167029	34	0
1	4395.14	-127223	35	0
1	36026.9	-347587	36	0
1	113100	-347638	37	0
1	152702	-322558	39	0
1	167848	-320060	37	0
1	166849	-216410	36	0
1	168010	-225656	35	0
1	179506	-333331	33	0
1	193086	-317137	32	0
1	186724	-320275	31	0
1	155326	-273504	30	0
1	109046	-213638	29	0
1	74392.9	-171153	27	0
1	59500.8	-208537	25	0
1	52459.5	-325811	23	0
1	28284.4	-334914	22	0
1	13729.5	-358123	22	0
1	9275.5	-340591	22	0
1	8219.87	-331034	22	0
1	7921.21	-341239	22	0
1	7723.47	-329165	22	0
1	7566.28	-316106	22	0
1	7427.36	-323081	22	0
1	7416.91	-216171	22	0
1	8481.31	-183260	21	0
1	62407.6	-436822	20	0
1	150557	-424330	21	0
1	188944	-403600	21	0
1	200920	-384786	23	0
1	196917	-272788	23	0
1	196263	-260732	25	0
1	206735	-352701	25	0
1	222033	-345566	26	0
1	210644	-350318	26	0
1	179033	-302320	26	0
1	129691	-243657	26	0
1	92600.6	-199909	25	0
1	72880.9	-233129	25	0
1	64386	-278404	24	0
1	37657.5	-300376	22	0
1	20365.5	-316355	22	0
1	13585.7	-372726	21	0
1	11236.7	-360043	21	0
1	10228.8	-379375	20	0
1	9511.79	-369883	19	0
1	8990.13	-377937	19	0
1	8721.12	-362641	19	0
1	8531.62	-224879	18	0
1	11130.8	-198784	18	0
1	75465.1	-440246	18	0
1	166837	-424624	19	0
1	204031	-403288	21	0
1	216221	-381937	22	0
1	208816	-281462	23	0
1	208784	-279956	23	0
1	221265	-364616	24	0
1	236443	-336950	24	0
1	219784	-332055	24	0
1	190743	-298037	24	0
1	139693	-256510	24	0
1	100853	-207606	23	0
1	78422.8	-212320	21	0
1	69316.3	-259919	20	0
1	42081.9	-336869	19	0
1	23327.4	-322502	19	0
1	15966.5	-339206	17	0
1	13483.5	-342521	18	0
1	12395.7	-328478	18	0
1	11607.6	-381727	18	0
1	10938.4	-367106	18	0
1	10323.3	-351992	18	0
1	9753.04	-236077	19	0
1	13007.5	-195401	19	0
1	81266.9	-431427	20	0
1	173697	-437712	22	0
1	210869	-404189	24	0
1	223617	-378960	26	0
1	212808	-286877	27	0
1	215325	-263600	28	0
1	229576	-354274	30	0
1	244351	-325603	31	0
1	226332	-333765	32	0
1	194724	-260133	33	0
1	145115	-201118	33	0
1	105976	-150179	33	0
1	81729	-124399	33	0
1	72362.3	-149525	31	0
1	45152.4	-185636	29	0
1	24907	-216820	29	0
1	17028.9	-266307	28	0
1	14500.4	-246771	28	0
1	13354.8	-243856	27	0
1	12529.6	-256711	27	0
1	11829.5	-252871	27	0
1	11188.5	-254603	27	0
1	10711.5	-181250	27	0
1	13899.8	-140743	27	0
1	86676.2	-373752	26	0
1	180623	-375269	28	0
1	221461	-362783	29	0
1	233606	-347063	31	0
1	221577	-253391	32	0
1	224854	-227005	33	0
1	242390	-308918	34	0
1	256041	-287364	37	0
1	237835	-278816	39	0
1	202774	-239472	38	0
1	152717	-168764	36	0
1	112266	-116225	35	0
1	85741.7	-47119.3	34	0
1	76294.8	-56484.7	34	0
1	49299	-105845	34	0
1	27427	-119735	35	0
1	17971.7	-127091	30	0
1	14663.3	-120977	30	0
1	13133.3	-149428	29	0
1	12110.6	-170419	27	0
1	11287.7	-172694	25	0
1	10559.3	-128864	24	0
1	9897.91	-111395	24	0
1	9335.6	-110877	25	0
1	31551.4	-244371	26	0
1	34378.7	-232641	30	0
1	30226.3	-211369	32	0
1	27735.4	-172628	35	0
1	25827.1	-157930	37	0
1	24307	-159912	38	0
1	14857.4	-68009.4	37	0
1	11387.8	-70417.9	37	0
1	10792.4	-82976.2	36	0
1	16227.6	-208366	34	0
1	17248.4	-253372	34	0
1	16117.1	-236280	34	0
1	7161.58	-176070	33	0
1	4163.62	-174592	32	0
1	4153.27	-201357	31	0
1	4153.27	-260805	30	0
1	4227.17	-242019	32	0
1	4274.9	-252107	32	0
1	4290.81	-266551	31	0
1	4295.69	-244729	30	0
1	4295.58	-242927	30	0
1	4294.45	-247412	30	0
1	4292.3	-288555	28	0
1	4299.99	-278932	29	0
1	14317.5	-377069	29	0
1	15427.3	-294054	31	0
1	13830.9	-259579	32	0
1	13033.4	-234843	32	0
1	12307	-228274	33	0
1	11723.9	-225573	34	0
1	9857.48	-91895.4	36	0
1	5538.28	-87647.9	35	0
1	8036.51	-97522.1	35	0
1	8986.19	-238452	35	0
1	8647.05	-272856	34	0
1	8404.58	-244163	33	0
1	5222.58	-194086	29	0
1	4153.27	-185622	29	0
1	4153.27	-245603	29	0
1	4153.27	-260048	28	0
1	4153.27	-272988	27	0
1	4153.27	-312015	26	0
1	4153.27	-304583	25	0
1	4153.27	-295387	24	0
1	4153.27	-339229	24	0
1	4178.11	-292308	23	0
1	4161.8	-223301	22	0
1	4168.97	-185048	22	0
1	30969.6	-436531	23	0
1	102262	-382919	25	0
1	138544	-355310	28	0
1	153030	-336935	29	0
1	152470	-235228	30	0
1	154422	-232112	31	0
1	166671	-321894	33	0
1	180558	-334764	32	0
1	174784	-328989	31	0
1	144298	-285904	29	0
1	99073.3	-223503	28	0
1	65925.7	-161028	28	0
1	53515.3	-181839	27	0
1	47392.2	-227681	26	0
1	26687.8	-298286	23	0
1	13310.9	-346665	18	0
1	8966.82	-305480	17	0
1	7949.97	-316333	17	0
1	7657.73	-249239	16	0
1	7467.22	-301491	16	0
1	7322.74	-310675	14	0
1	7193.51	-294539	14	0
1	7177.66	-223853	13	0
1	8275.02	-186716	12	0
1	57418.9	-411034	15	0
